	legnum
evenBo21.oddBo19	2887
evenBo5.oddBo90	1404
evenBo2.oddBo48	8350
evenBo2.oddBo14	1007
evenBo44.oddBo40	5717
evenBo12.oddBo20	3780
evenBo43.oddBo27	865
evenBo48.oddBo51	666
evenBo48.oddBo20	3538
evenBo19.oddBo65	1421
evenBo36.oddBo54	586
evenBo50.oddBo40	1867
evenBo28.oddBo95	2119
evenBo50.oddBo34	6511
evenBo21.oddBo96	386
evenBo41.oddBo3	1667
evenBo46.oddBo17	1596
evenBo29.oddBo91	3710
evenBo10.oddBo94	851
evenBo43.oddBo28	1854
evenBo17.oddBo78	3754
evenBo21.oddBo10	7476
evenBo10.oddBo81	2697
evenBo19.oddBo7	1453
evenBo21.oddBo41	8735
evenBo44.oddBo60	3659
evenBo23.oddBo91	1580
evenBo8.oddBo48	3226
evenBo28.oddBo11	4971
evenBo48.oddBo19	5281
evenBo25.oddBo90	5582
evenBo27.oddBo61	5807
evenBo46.oddBo28	1364
evenBo34.oddBo53	1841
evenBo50.oddBo12	1635
evenBo8.oddBo87	436
evenBo48.oddBo49	2253
evenBo16.oddBo25	1964
evenBo42.oddBo16	746
evenBo3.oddBo55	3499
evenBo38.oddBo95	2322
evenBo37.oddBo2	1968
evenBo13.oddBo28	6079
evenBo37.oddBo95	811
evenBo2.oddBo81	1804
evenBo16.oddBo24	1423
evenBo33.oddBo21	16962
evenBo13.oddBo5	3727
evenBo12.oddBo2	695
evenBo21.oddBo30	2321
evenBo10.oddBo11	1131
evenBo43.oddBo5	813
evenBo1.oddBo24	485
evenBo4.oddBo45	4119
evenBo40.oddBo95	1946
evenBo1.oddBo67	1518
evenBo23.oddBo25	2834
evenBo11.oddBo23	1403
evenBo2.oddBo74	1450
evenBo31.oddBo26	6092
evenBo23.oddBo20	7538
evenBo12.oddBo79	1877
evenBo2.oddBo93	929
evenBo3.oddBo50	1216
evenBo18.oddBo62	1327
evenBo3.oddBo93	1366
evenBo6.oddBo73	1145
evenBo31.oddBo15	12241
evenBo3.oddBo25	1477
evenBo13.oddBo2	1792
evenBo18.oddBo10	1467
evenBo15.oddBo6	1892
evenBo39.oddBo26	3760
evenBo10.oddBo35	1340
evenBo48.oddBo3	972
evenBo37.oddBo28	10524
evenBo15.oddBo80	3172
evenBo9.oddBo24	1074
evenBo50.oddBo9	1944
evenBo11.oddBo42	4286
evenBo20.oddBo31	1771
evenBo20.oddBo8	2870
evenBo1.oddBo41	936
evenBo45.oddBo19	2135
evenBo22.oddBo5	10401
evenBo21.oddBo61	1187
evenBo5.oddBo87	421
evenBo15.oddBo1	1405
evenBo2.oddBo78	3000
evenBo44.oddBo29	1241
evenBo4.oddBo73	2094
evenBo29.oddBo76	14695
evenBo11.oddBo7	1335
evenBo25.oddBo65	11372
evenBo11.oddBo43	20367
evenBo17.oddBo95	1014
evenBo42.oddBo96	197
evenBo22.oddBo66	2294
evenBo5.oddBo69	994
evenBo4.oddBo87	444
evenBo44.oddBo51	1214
evenBo46.oddBo11	2111
evenBo9.oddBo4	1351
evenBo42.oddBo7	664
evenBo16.oddBo82	8428
evenBo45.oddBo31	958
evenBo2.oddBo65	1016
evenBo12.oddBo89	2102
evenBo1.oddBo42	2034
evenBo44.oddBo77	11542
evenBo25.oddBo28	4377
evenBo47.oddBo6	605
evenBo2.oddBo21	3868
evenBo50.oddBo15	948
evenBo28.oddBo2	4574
evenBo44.oddBo27	1002
evenBo22.oddBo62	1396
evenBo17.oddBo25	2218
evenBo17.oddBo35	12446
evenBo36.oddBo80	6355
evenBo49.oddBo51	952
evenBo2.oddBo88	1907
evenBo50.oddBo60	8569
evenBo48.oddBo33	1131
evenBo33.oddBo54	1237
evenBo42.oddBo8	2862
evenBo19.oddBo25	1327
evenBo50.oddBo49	1960
evenBo36.oddBo57	2931
evenBo36.oddBo88	2826
evenBo4.oddBo71	2832
evenBo34.oddBo88	3464
evenBo6.oddBo90	549
evenBo22.oddBo69	893
evenBo5.oddBo3	1246
evenBo43.oddBo6	1324
evenBo29.oddBo89	3794
evenBo33.oddBo3	617
evenBo1.oddBo62	713
evenBo28.oddBo80	9924
evenBo3.oddBo44	7409
evenBo22.oddBo1	3565
evenBo19.oddBo28	4597
evenBo38.oddBo27	6750
evenBo22.oddBo72	1683
evenBo25.oddBo18	1686
evenBo24.oddBo36	12966
evenBo10.oddBo6	2926
evenBo18.oddBo95	1357
evenBo9.oddBo1	2918
evenBo50.oddBo17	2189
evenBo14.oddBo7	2528
evenBo48.oddBo42	890
evenBo15.oddBo23	4519
evenBo5.oddBo76	515
evenBo6.oddBo1	2190
evenBo48.oddBo48	660
evenBo12.oddBo95	586
evenBo1.oddBo77	991
evenBo46.oddBo4	1711
evenBo22.oddBo94	1079
evenBo13.oddBo82	2086
evenBo23.oddBo60	12697
evenBo11.oddBo79	1795
evenBo15.oddBo86	573
evenBo50.oddBo59	1985
evenBo1.oddBo87	1945
evenBo27.oddBo2	3147
evenBo25.oddBo16	2688
evenBo19.oddBo62	5205
evenBo14.oddBo22	1319
evenBo22.oddBo20	2659
evenBo44.oddBo20	965
evenBo39.oddBo12	3433
evenBo42.oddBo1	985
evenBo12.oddBo14	9982
evenBo21.oddBo89	1118
evenBo40.oddBo5	2610
evenBo11.oddBo95	1060
evenBo3.oddBo19	1039
evenBo12.oddBo6	897
evenBo21.oddBo1	665
evenBo37.oddBo80	4990
evenBo38.oddBo55	1492
evenBo27.oddBo8	6013
evenBo30.oddBo53	4041
evenBo25.oddBo27	5462
evenBo20.oddBo93	899
evenBo49.oddBo6	235
evenBo2.oddBo76	2437
evenBo35.oddBo54	708
evenBo3.oddBo85	828
evenBo17.oddBo93	2043
evenBo49.oddBo47	752
evenBo49.oddBo29	1041
evenBo49.oddBo36	1884
evenBo16.oddBo93	692
evenBo33.oddBo1	2741
evenBo43.oddBo16	805
evenBo43.oddBo29	2652
evenBo35.oddBo72	10281
evenBo1.oddBo4	1471
evenBo42.oddBo88	9894
evenBo36.oddBo7	1850
evenBo30.oddBo29	3965
evenBo41.oddBo2	935
evenBo28.oddBo25	3245
evenBo46.oddBo41	3773
evenBo5.oddBo5	1304
evenBo14.oddBo13	931
evenBo28.oddBo61	9640
evenBo50.oddBo47	1750
evenBo16.oddBo23	760
evenBo39.oddBo7	1384
evenBo4.oddBo80	480
evenBo9.oddBo17	4318
evenBo4.oddBo6	1391
evenBo34.oddBo4	2400
evenBo13.oddBo23	645
evenBo18.oddBo87	2272
evenBo8.oddBo94	715
evenBo40.oddBo96	288
evenBo15.oddBo95	1738
evenBo11.oddBo25	915
evenBo9.oddBo2	3162
evenBo5.oddBo95	2968
evenBo20.oddBo69	728
evenBo19.oddBo94	468
evenBo5.oddBo6	1534
evenBo38.oddBo53	3214
evenBo19.oddBo69	1256
evenBo18.oddBo92	944
evenBo2.oddBo72	1086
evenBo23.oddBo79	10479
evenBo44.oddBo33	2429
evenBo22.oddBo85	3860
evenBo15.oddBo5	16965
evenBo24.oddBo75	14345
evenBo45.oddBo67	2948
evenBo44.oddBo2	1316
evenBo5.oddBo67	1893
evenBo40.oddBo7	1131
evenBo37.oddBo57	2333
evenBo5.oddBo96	1181
evenBo15.oddBo89	932
evenBo15.oddBo46	4739
evenBo8.oddBo27	3223
evenBo3.oddBo73	819
evenBo35.oddBo7	2156
evenBo8.oddBo75	1532
evenBo32.oddBo56	1054
evenBo24.oddBo19	1941
evenBo7.oddBo4	486
evenBo4.oddBo18	1218
evenBo18.oddBo80	6557
evenBo21.oddBo90	674
evenBo15.oddBo92	673
evenBo5.oddBo70	1437
evenBo20.oddBo84	17698
evenBo13.oddBo87	1258
evenBo40.oddBo19	1050
evenBo8.oddBo45	5079
evenBo32.oddBo82	2962
evenBo4.oddBo74	1368
evenBo14.oddBo37	4475
evenBo14.oddBo9	4030
evenBo8.oddBo82	2294
evenBo36.oddBo69	9201
evenBo6.oddBo3	2254
evenBo48.oddBo74	8518
evenBo7.oddBo89	2153
evenBo10.oddBo7	840
evenBo24.oddBo57	3163
evenBo50.oddBo75	20354
evenBo50.oddBo57	1769
evenBo22.oddBo34	7827
evenBo7.oddBo73	687
evenBo47.oddBo19	931
evenBo16.oddBo28	9984
evenBo8.oddBo81	1070
evenBo48.oddBo52	487
evenBo38.oddBo10	2995
evenBo22.oddBo19	1213
evenBo18.oddBo25	1242
evenBo12.oddBo83	1182
evenBo48.oddBo13	941
evenBo11.oddBo81	947
evenBo14.oddBo34	3374
evenBo29.oddBo96	1745
evenBo49.oddBo76	21832
evenBo5.oddBo94	448
evenBo13.oddBo96	1998
evenBo28.oddBo14	2153
evenBo9.oddBo29	9030
evenBo10.oddBo82	1809
evenBo44.oddBo95	597
evenBo38.oddBo88	1490
evenBo37.oddBo89	3919
evenBo13.oddBo90	163
evenBo32.oddBo2	2033
evenBo4.oddBo68	937
evenBo18.oddBo96	968
evenBo21.oddBo86	2104
evenBo41.oddBo23	2858
evenBo5.oddBo36	3874
evenBo47.oddBo25	633
evenBo2.oddBo66	1550
evenBo7.oddBo5	1452
evenBo11.oddBo19	895
evenBo5.oddBo23	1530
evenBo50.oddBo95	3497
evenBo1.oddBo82	935
evenBo1.oddBo69	1287
evenBo2.oddBo22	863
evenBo2.oddBo16	1351
evenBo42.oddBo76	7046
evenBo8.oddBo41	4234
evenBo6.oddBo68	701
evenBo29.oddBo95	1991
evenBo45.oddBo52	584
evenBo3.oddBo38	1289
evenBo9.oddBo95	1406
evenBo39.oddBo89	4424
evenBo2.oddBo31	617
evenBo48.oddBo38	795
evenBo13.oddBo31	2701
evenBo35.oddBo94	3005
evenBo23.oddBo74	2193
evenBo28.oddBo15	2553
evenBo50.oddBo91	626
evenBo25.oddBo92	1179
evenBo47.oddBo30	919
evenBo2.oddBo9	1237
evenBo20.oddBo28	11541
evenBo37.oddBo91	6526
evenBo8.oddBo83	823
evenBo2.oddBo40	852
evenBo29.oddBo14	1837
evenBo50.oddBo92	1491
evenBo5.oddBo9	1188
evenBo32.oddBo78	7890
evenBo1.oddBo78	1707
evenBo1.oddBo96	170
evenBo30.oddBo88	969
evenBo3.oddBo71	876
evenBo5.oddBo11	509
evenBo32.oddBo54	1771
evenBo26.oddBo87	4088
evenBo39.oddBo73	14720
evenBo11.oddBo27	4683
evenBo3.oddBo48	1301
evenBo49.oddBo59	851
evenBo22.oddBo84	7696
evenBo49.oddBo5	1938
evenBo13.oddBo20	2363
evenBo4.oddBo40	733
evenBo3.oddBo14	1562
evenBo46.oddBo8	1600
evenBo45.oddBo28	5802
evenBo7.oddBo82	2060
evenBo46.oddBo50	2447
evenBo27.oddBo33	628
evenBo50.oddBo56	1329
evenBo46.oddBo21	1756
evenBo21.oddBo64	497
evenBo16.oddBo6	6234
evenBo9.oddBo74	1651
evenBo32.oddBo7	3602
evenBo13.oddBo14	1160
evenBo2.oddBo42	6664
evenBo2.oddBo1	1166
evenBo37.oddBo5	1109
evenBo47.oddBo14	9977
evenBo1.oddBo25	2218
evenBo8.oddBo7	1711
evenBo12.oddBo23	603
evenBo46.oddBo5	1389
evenBo5.oddBo93	2263
evenBo2.oddBo94	778
evenBo1.oddBo3	832
evenBo36.oddBo95	995
evenBo12.oddBo1	260
evenBo4.oddBo72	961
evenBo3.oddBo88	604
evenBo28.oddBo94	1370
evenBo20.oddBo94	301
evenBo2.oddBo61	1033
evenBo17.oddBo21	1740
evenBo42.oddBo2	2068
evenBo40.oddBo1	1075
evenBo28.oddBo87	11380
evenBo27.oddBo21	4500
evenBo4.oddBo16	3906
evenBo1.oddBo64	714
evenBo46.oddBo34	5206
evenBo44.oddBo42	4670
evenBo49.oddBo78	5628
evenBo6.oddBo11	1683
evenBo21.oddBo17	3483
evenBo40.oddBo15	6291
evenBo47.oddBo94	1454
evenBo16.oddBo85	1575
evenBo48.oddBo84	1739
evenBo1.oddBo75	1383
evenBo2.oddBo67	690
evenBo23.oddBo86	13725
evenBo15.oddBo91	1825
evenBo22.oddBo27	4630
evenBo9.oddBo92	576
evenBo35.oddBo96	2991
evenBo4.oddBo83	1197
evenBo28.oddBo93	1422
evenBo50.oddBo30	4164
evenBo46.oddBo66	23031
evenBo47.oddBo9	1049
evenBo7.oddBo29	4271
evenBo26.oddBo12	1459
evenBo29.oddBo92	11597
evenBo3.oddBo74	897
evenBo50.oddBo50	1779
evenBo47.oddBo3	1315
evenBo48.oddBo50	549
evenBo47.oddBo18	1409
evenBo41.oddBo87	1821
evenBo7.oddBo88	704
evenBo11.oddBo3	2468
evenBo25.oddBo14	3040
evenBo44.oddBo1	337
evenBo39.oddBo31	3093
evenBo20.oddBo95	1575
evenBo38.oddBo4	1176
evenBo50.oddBo52	1382
evenBo8.oddBo72	637
evenBo3.oddBo1	450
evenBo17.oddBo96	1040
evenBo46.oddBo26	1636
evenBo4.oddBo20	1273
evenBo11.oddBo89	1199
evenBo26.oddBo96	756
evenBo26.oddBo19	1482
evenBo7.oddBo71	846
evenBo48.oddBo11	1365
evenBo46.oddBo94	567
evenBo32.oddBo75	18187
evenBo11.oddBo37	10761
evenBo35.oddBo18	9616
evenBo5.oddBo56	1648
evenBo1.oddBo20	3638
evenBo12.oddBo24	795
evenBo22.oddBo73	1200
evenBo21.oddBo29	3281
evenBo35.oddBo4	1470
evenBo45.oddBo66	2823
evenBo24.oddBo89	11975
evenBo11.oddBo96	400
evenBo8.oddBo2	1140
evenBo12.oddBo31	3561
evenBo12.oddBo84	1634
evenBo23.oddBo15	860
evenBo9.oddBo84	511
evenBo17.oddBo63	11809
evenBo21.oddBo7	591
evenBo3.oddBo91	443
evenBo45.oddBo30	991
evenBo4.oddBo24	1182
evenBo12.oddBo78	822
evenBo34.oddBo55	1695
evenBo7.oddBo90	1937
evenBo11.oddBo52	5425
evenBo14.oddBo96	564
evenBo9.oddBo8	1484
evenBo45.oddBo94	1386
evenBo23.oddBo92	907
evenBo7.oddBo92	394
evenBo21.oddBo81	8449
evenBo44.oddBo10	934
evenBo49.oddBo26	434
evenBo48.oddBo22	752
evenBo6.oddBo21	2945
evenBo43.oddBo26	902
evenBo49.oddBo46	884
evenBo25.oddBo19	1734
evenBo24.oddBo13	2617
evenBo12.oddBo29	4236
evenBo6.oddBo15	1325
evenBo43.oddBo23	661
evenBo24.oddBo93	1155
evenBo29.oddBo13	2787
evenBo1.oddBo94	838
evenBo20.oddBo64	1360
evenBo24.oddBo91	3148
evenBo20.oddBo18	4149
evenBo19.oddBo95	1418
evenBo10.oddBo89	2127
evenBo50.oddBo82	3305
evenBo27.oddBo88	3948
evenBo49.oddBo27	1445
evenBo49.oddBo92	601
evenBo47.oddBo50	1408
evenBo47.oddBo56	682
evenBo41.oddBo7	1421
evenBo10.oddBo10	742
evenBo1.oddBo88	1817
evenBo13.oddBo24	2226
evenBo2.oddBo8	1673
evenBo9.oddBo85	4162
evenBo6.oddBo10	1508
evenBo37.oddBo31	5200
evenBo4.oddBo9	845
evenBo39.oddBo6	728
evenBo3.oddBo90	736
evenBo49.oddBo55	390
evenBo10.oddBo79	1191
evenBo14.oddBo86	599
evenBo23.oddBo93	2213
evenBo26.oddBo32	4425
evenBo20.oddBo89	1254
evenBo50.oddBo36	2942
evenBo30.oddBo1	1017
evenBo6.oddBo79	975
evenBo2.oddBo62	1212
evenBo33.oddBo67	1734
evenBo7.oddBo87	412
evenBo18.oddBo90	1646
evenBo50.oddBo51	1464
evenBo10.oddBo88	1179
evenBo1.oddBo5	1089
evenBo45.oddBo2	1412
evenBo13.oddBo91	1196
evenBo41.oddBo6	1421
evenBo46.oddBo96	229
evenBo10.oddBo24	2587
evenBo4.oddBo95	380
evenBo8.oddBo78	853
evenBo12.oddBo12	6388
evenBo3.oddBo95	637
evenBo45.oddBo78	12213
evenBo1.oddBo1	671
evenBo50.oddBo44	900
evenBo42.oddBo14	1187
evenBo2.oddBo12	2764
evenBo13.oddBo9	5016
evenBo20.oddBo62	1131
evenBo49.oddBo48	1409
evenBo41.oddBo8	818
evenBo13.oddBo93	113
evenBo34.oddBo54	1013
evenBo8.oddBo3	985
evenBo18.oddBo91	1711
evenBo8.oddBo4	745
evenBo47.oddBo10	1097
evenBo5.oddBo15	983
evenBo22.oddBo96	406
evenBo2.oddBo43	2574
evenBo3.oddBo11	419
evenBo44.oddBo4	927
evenBo10.oddBo95	1433
evenBo23.oddBo27	1947
evenBo32.oddBo94	2002
evenBo47.oddBo28	494
evenBo10.oddBo76	1017
evenBo46.oddBo27	1056
evenBo5.oddBo57	3229
evenBo1.oddBo31	2403
evenBo19.oddBo67	1870
evenBo14.oddBo14	1275
evenBo3.oddBo62	680
evenBo3.oddBo63	478
evenBo13.oddBo85	693
evenBo19.oddBo90	673
evenBo3.oddBo61	1014
evenBo14.oddBo42	4750
evenBo46.oddBo52	1192
evenBo14.oddBo93	1478
evenBo17.oddBo94	981
evenBo17.oddBo9	1463
evenBo8.oddBo90	552
evenBo48.oddBo5	560
evenBo10.oddBo85	1008
evenBo16.oddBo88	1125
evenBo44.oddBo78	4289
evenBo14.oddBo20	923
evenBo41.oddBo21	2330
evenBo12.oddBo93	637
evenBo5.oddBo17	1136
evenBo44.oddBo28	7544
evenBo6.oddBo88	512
evenBo2.oddBo6	1274
evenBo5.oddBo84	874
evenBo46.oddBo95	725
evenBo4.oddBo15	1297
evenBo50.oddBo94	2484
evenBo8.oddBo73	5105
evenBo5.oddBo65	915
evenBo25.oddBo94	809
evenBo22.oddBo18	1666
evenBo13.oddBo21	1150
evenBo21.oddBo63	890
evenBo43.oddBo21	1052
evenBo31.oddBo54	7860
evenBo20.oddBo70	3968
evenBo14.oddBo81	1615
evenBo44.oddBo94	423
evenBo46.oddBo30	356
evenBo1.oddBo2	2190
evenBo46.oddBo2	1016
evenBo16.oddBo20	1409
evenBo3.oddBo76	809
evenBo26.oddBo16	3922
evenBo2.oddBo70	820
evenBo24.oddBo95	1635
evenBo27.oddBo20	2970
evenBo5.oddBo78	793
evenBo30.oddBo95	798
evenBo31.oddBo95	3244
evenBo1.oddBo8	494
evenBo33.oddBo2	816
evenBo43.oddBo20	787
evenBo11.oddBo90	672
evenBo8.oddBo18	4468
evenBo13.oddBo44	5109
evenBo1.oddBo68	698
evenBo10.oddBo1	900
evenBo10.oddBo87	755
evenBo9.oddBo10	629
evenBo15.oddBo22	1870
evenBo12.oddBo92	1427
evenBo3.oddBo86	264
evenBo5.oddBo4	1415
evenBo39.oddBo2	1202
evenBo29.oddBo94	1436
evenBo4.oddBo38	538
evenBo19.oddBo87	993
evenBo50.oddBo13	343
evenBo43.oddBo19	1143
evenBo27.oddBo95	725
evenBo47.oddBo96	485
evenBo13.oddBo3	1261
evenBo35.oddBo88	5020
evenBo49.oddBo41	788
evenBo48.oddBo4	690
evenBo19.oddBo92	765
evenBo14.oddBo82	1693
evenBo45.oddBo25	1588
evenBo2.oddBo38	1268
evenBo49.oddBo3	1406
evenBo29.oddBo88	1352
evenBo1.oddBo72	558
evenBo7.oddBo93	434
evenBo12.oddBo5	1949
evenBo4.oddBo63	2369
evenBo6.oddBo70	1127
evenBo43.oddBo14	1277
evenBo6.oddBo94	726
evenBo45.oddBo27	2140
evenBo7.oddBo69	1072
evenBo33.oddBo95	1038
evenBo23.oddBo18	1619
evenBo50.oddBo5	1279
evenBo9.oddBo81	1937
evenBo32.oddBo55	647
evenBo47.oddBo95	1623
evenBo3.oddBo10	972
evenBo15.oddBo14	700
evenBo18.oddBo86	2594
evenBo14.oddBo26	1673
evenBo9.oddBo11	1193
evenBo10.oddBo93	733
evenBo3.oddBo39	1454
evenBo1.oddBo65	1294
evenBo13.oddBo84	1661
evenBo35.oddBo56	626
evenBo34.oddBo95	1760
evenBo50.oddBo96	1591
evenBo3.oddBo13	1348
evenBo42.oddBo18	1315
evenBo1.oddBo39	1551
evenBo12.oddBo96	1202
evenBo1.oddBo33	2187
evenBo5.oddBo74	2592
evenBo1.oddBo91	838
evenBo16.oddBo3	1359
evenBo41.oddBo96	1669
evenBo4.oddBo34	775
evenBo49.oddBo4	1017
evenBo1.oddBo12	1012
evenBo42.oddBo22	1043
evenBo7.oddBo35	2382
evenBo15.oddBo25	887
evenBo45.oddBo23	433
evenBo24.oddBo23	1009
evenBo45.oddBo26	587
evenBo44.oddBo22	1043
evenBo4.oddBo17	598
evenBo16.oddBo83	645
evenBo2.oddBo86	541
evenBo1.oddBo89	617
evenBo9.oddBo80	849
evenBo10.oddBo96	1522
evenBo18.oddBo8	2251
evenBo4.oddBo51	3105
evenBo5.oddBo77	1303
evenBo42.oddBo9	1143
evenBo2.oddBo7	1710
evenBo1.oddBo36	664
evenBo7.oddBo11	1526
evenBo4.oddBo49	1223
evenBo7.oddBo86	778
evenBo43.oddBo18	1503
evenBo26.oddBo17	2002
evenBo22.oddBo91	1012
evenBo49.oddBo13	718
evenBo9.oddBo91	1273
evenBo41.oddBo1	1387
evenBo48.oddBo32	751
evenBo12.oddBo88	752
evenBo1.oddBo95	1617
evenBo43.oddBo2	1139
evenBo2.oddBo47	2343
evenBo1.oddBo93	973
evenBo44.oddBo24	705
evenBo9.oddBo16	728
evenBo25.oddBo88	1509
evenBo6.oddBo8	1227
evenBo26.oddBo94	1475
evenBo5.oddBo81	1888
evenBo3.oddBo4	1018
evenBo8.oddBo84	1127
evenBo2.oddBo92	1738
evenBo38.oddBo26	4909
evenBo8.oddBo86	522
evenBo4.oddBo66	276
evenBo45.oddBo24	1141
evenBo7.oddBo3	300
evenBo6.oddBo23	3198
evenBo48.oddBo8	1281
evenBo18.oddBo1	708
evenBo24.oddBo94	386
evenBo9.oddBo93	790
evenBo6.oddBo12	841
evenBo35.oddBo2	2294
evenBo43.oddBo3	1463
evenBo45.oddBo32	674
evenBo47.oddBo5	1157
evenBo44.oddBo26	717
evenBo37.oddBo96	585
evenBo3.oddBo47	2697
evenBo1.oddBo83	1922
evenBo43.oddBo32	726
evenBo13.oddBo11	7202
evenBo49.oddBo53	761
evenBo15.oddBo4	1113
evenBo50.oddBo4	1132
evenBo49.oddBo12	282
evenBo2.oddBo73	857
evenBo1.oddBo71	739
evenBo4.oddBo89	1264
evenBo13.oddBo94	299
evenBo6.oddBo7	417
evenBo50.oddBo93	947
evenBo47.oddBo21	1183
evenBo14.oddBo1	616
evenBo1.oddBo86	642
evenBo49.oddBo81	3914
evenBo9.oddBo13	933
evenBo4.oddBo82	561
evenBo12.oddBo19	547
evenBo46.oddBo1	664
evenBo21.oddBo18	3130
evenBo49.oddBo11	730
evenBo6.oddBo83	1220
evenBo5.oddBo39	959
evenBo6.oddBo17	494
evenBo32.oddBo95	1263
evenBo35.oddBo87	8070
evenBo24.oddBo22	1180
evenBo20.oddBo96	203
evenBo19.oddBo9	877
evenBo48.oddBo23	239
evenBo19.oddBo23	1945
evenBo2.oddBo18	693
evenBo43.oddBo50	972
evenBo42.oddBo17	1983
evenBo31.oddBo53	1889
evenBo43.oddBo1	775
evenBo49.oddBo83	4425
evenBo11.oddBo78	525
evenBo48.oddBo46	1120
evenBo3.oddBo17	792
evenBo13.oddBo95	1022
evenBo6.oddBo9	425
evenBo44.oddBo5	1000
evenBo3.oddBo7	938
evenBo5.oddBo79	558
evenBo37.oddBo92	9306
evenBo2.oddBo32	1880
evenBo1.oddBo92	339
evenBo5.oddBo91	2359
evenBo12.oddBo4	667
evenBo24.oddBo14	764
evenBo5.oddBo73	1488
evenBo11.oddBo35	1137
evenBo4.oddBo75	1507
evenBo50.oddBo2	1460
evenBo14.oddBo4	526
evenBo49.oddBo15	996
evenBo6.oddBo16	814
evenBo48.oddBo93	536
evenBo5.oddBo85	890
evenBo49.oddBo24	884
evenBo27.oddBo96	878
evenBo1.oddBo23	239
evenBo1.oddBo22	133
evenBo8.oddBo79	1002
evenBo11.oddBo88	387
evenBo7.oddBo77	771
evenBo1.oddBo15	328
evenBo11.oddBo80	858
evenBo39.oddBo96	643
evenBo46.oddBo10	481
evenBo48.oddBo41	854
evenBo35.oddBo3	1563
evenBo47.oddBo13	1246
evenBo45.oddBo3	707
evenBo15.oddBo3	587
evenBo4.oddBo2	883
evenBo34.oddBo96	553
evenBo36.oddBo96	375
evenBo4.oddBo35	748
evenBo43.oddBo22	693
evenBo26.oddBo86	4950
evenBo37.oddBo3	1135
evenBo19.oddBo66	1299
evenBo33.oddBo96	622
evenBo4.oddBo70	533
evenBo50.oddBo3	833
evenBo1.oddBo19	505
evenBo7.oddBo13	1039
evenBo3.oddBo72	669
evenBo1.oddBo10	871
evenBo10.oddBo8	631
evenBo8.oddBo93	2206
evenBo48.oddBo12	1132
evenBo8.oddBo76	1199
evenBo5.oddBo18	1530
evenBo1.oddBo40	1433
evenBo7.oddBo80	575
evenBo1.oddBo63	688
evenBo1.oddBo14	778
evenBo4.oddBo56	1002
evenBo15.oddBo85	825
evenBo14.oddBo95	407
evenBo2.oddBo84	525
evenBo13.oddBo92	340
evenBo10.oddBo4	1109
evenBo19.oddBo24	1217
evenBo49.oddBo25	1216
evenBo22.oddBo6	685
evenBo13.oddBo86	1244
evenBo37.oddBo55	931
evenBo20.oddBo88	900
evenBo25.oddBo93	961
evenBo17.oddBo87	1953
evenBo16.oddBo81	8493
evenBo1.oddBo60	1088
evenBo22.oddBo74	5112
evenBo7.oddBo84	1040
evenBo26.oddBo60	3522
evenBo3.oddBo69	483
evenBo13.oddBo7	773
evenBo7.oddBo9	527
evenBo48.oddBo14	1483
evenBo50.oddBo42	464
evenBo46.oddBo29	311
evenBo4.oddBo79	739
evenBo19.oddBo68	559
evenBo47.oddBo55	649
evenBo7.oddBo95	822
evenBo47.oddBo27	777
evenBo6.oddBo2	989
evenBo12.oddBo7	530
evenBo3.oddBo78	655
evenBo50.oddBo16	712
evenBo7.oddBo8	484
evenBo5.oddBo13	1288
evenBo5.oddBo14	1117
evenBo22.oddBo86	1002
evenBo31.oddBo94	1936
evenBo15.oddBo47	2510
evenBo22.oddBo90	908
evenBo43.oddBo17	389
evenBo5.oddBo68	1389
evenBo48.oddBo55	873
evenBo3.oddBo67	647
evenBo20.oddBo2	1162
evenBo45.oddBo7	529
evenBo1.oddBo70	627
evenBo46.oddBo25	554
evenBo24.oddBo27	3766
evenBo1.oddBo57	1425
evenBo5.oddBo83	1522
evenBo30.oddBo96	483
evenBo47.oddBo52	701
evenBo3.oddBo16	551
evenBo44.oddBo8	220
evenBo48.oddBo18	5230
evenBo39.oddBo4	1165
evenBo6.oddBo35	980
evenBo4.oddBo3	1535
evenBo48.oddBo53	598
evenBo45.oddBo6	1406
evenBo27.oddBo19	1064
evenBo3.oddBo64	952
evenBo3.oddBo2	1011
evenBo29.oddBo93	1901
evenBo8.oddBo95	200
evenBo46.oddBo6	584
evenBo23.oddBo94	495
evenBo24.oddBo96	1140
evenBo21.oddBo94	1343
evenBo14.oddBo94	372
evenBo18.oddBo94	726
evenBo3.oddBo8	296
evenBo49.oddBo54	565
evenBo22.oddBo95	313
evenBo46.oddBo31	273
evenBo28.oddBo12	1402
evenBo1.oddBo18	1067
evenBo6.oddBo95	263
evenBo12.oddBo11	1179
evenBo47.oddBo26	1447
evenBo20.oddBo19	3451
evenBo18.oddBo88	802
evenBo50.oddBo6	592
evenBo14.oddBo2	540
evenBo14.oddBo83	591
evenBo21.oddBo92	234
evenBo50.oddBo46	1058
evenBo21.oddBo71	1051
evenBo20.oddBo90	687
evenBo9.oddBo3	1786
evenBo3.oddBo96	425
evenBo48.oddBo7	345
evenBo47.oddBo54	606
evenBo44.oddBo32	448
evenBo13.oddBo88	527
evenBo2.oddBo79	624
evenBo9.oddBo90	738
evenBo49.oddBo96	156
evenBo49.oddBo38	846
evenBo20.oddBo61	1538
evenBo6.oddBo74	558
evenBo5.oddBo82	2022
evenBo6.oddBo87	513
evenBo6.oddBo22	835
evenBo47.oddBo29	328
