spot_id	x	y	clusternum
evenBo40.oddBo92	10	4	619
evenBo30.oddBo32	20	64	720
evenBo1.oddBo27	49	69	273
evenBo26.oddBo37	24	59	979
evenBo8.oddBo70	42	26	371
evenBo12.oddBo33	38	63	407
evenBo22.oddBo39	28	57	519
evenBo15.oddBo33	35	63	298
evenBo9.oddBo19	41	77	661
evenBo27.oddBo90	23	6	535
evenBo8.oddBo59	42	37	864
evenBo12.oddBo74	38	22	594
evenBo39.oddBo35	11	61	660
evenBo17.oddBo84	33	12	222
evenBo24.oddBo2	26	94	884
evenBo29.oddBo19	21	77	654
evenBo49.oddBo63	1	33	538
evenBo26.oddBo88	24	8	398
evenBo33.oddBo78	17	18	815
evenBo31.oddBo19	19	77	795
evenBo43.oddBo86	7	10	363
evenBo30.oddBo52	20	44	258
evenBo42.oddBo70	8	26	827
evenBo20.oddBo12	30	84	841
evenBo10.oddBo54	40	42	640
evenBo28.oddBo84	22	12	594
evenBo20.oddBo40	30	56	453
evenBo9.oddBo61	41	35	498
evenBo26.oddBo68	24	28	733
evenBo23.oddBo59	27	37	842
evenBo20.oddBo46	30	50	419
evenBo9.oddBo75	41	21	350
evenBo24.oddBo90	26	6	450
evenBo35.oddBo47	15	49	1273
evenBo37.oddBo50	13	46	1215
evenBo24.oddBo65	26	31	416
evenBo18.oddBo32	32	64	412
evenBo13.oddBo67	37	29	743
evenBo13.oddBo4	37	92	125
evenBo41.oddBo77	9	19	1158
evenBo35.oddBo31	15	65	545
evenBo9.oddBo33	41	63	288
evenBo6.oddBo64	44	32	349
evenBo36.oddBo29	14	67	659
evenBo37.oddBo94	13	2	386
evenBo16.oddBo29	34	67	464
evenBo20.oddBo86	30	10	440
evenBo42.oddBo83	8	13	1022
evenBo18.oddBo79	32	17	581
evenBo33.oddBo44	17	52	1355
evenBo19.oddBo39	31	57	363
evenBo45.oddBo13	5	83	469
evenBo13.oddBo17	37	79	625
evenBo38.oddBo70	12	26	1032
evenBo32.oddBo35	18	61	374
evenBo38.oddBo44	12	52	1038
evenBo33.oddBo60	17	36	1096
evenBo39.oddBo93	11	3	1054
evenBo39.oddBo30	11	66	560
evenBo38.oddBo15	12	81	318
evenBo6.oddBo93	44	3	195
evenBo39.oddBo74	11	22	477
evenBo34.oddBo73	16	23	931
evenBo27.oddBo31	23	65	554
evenBo18.oddBo50	32	46	659
evenBo36.oddBo83	14	13	952
evenBo43.oddBo45	7	51	752
evenBo25.oddBo69	25	27	746
evenBo26.oddBo28	24	68	699
evenBo26.oddBo11	24	85	577
evenBo7.oddBo22	43	74	368
evenBo30.oddBo92	20	4	295
evenBo17.oddBo3	33	93	463
evenBo16.oddBo1	34	95	232
evenBo42.oddBo12	8	84	415
evenBo25.oddBo77	25	19	695
evenBo20.oddBo76	30	20	769
evenBo19.oddBo93	31	3	93
evenBo48.oddBo16	2	80	391
evenBo42.oddBo62	8	34	887
evenBo49.oddBo17	1	79	201
evenBo17.oddBo47	33	49	693
evenBo30.oddBo59	20	37	846
evenBo39.oddBo65	11	31	1106
evenBo3.oddBo23	47	73	220
evenBo14.oddBo90	36	6	216
evenBo46.oddBo13	4	83	275
evenBo23.oddBo45	27	51	758
evenBo45.oddBo57	5	39	821
evenBo36.oddBo82	14	14	1174
evenBo21.oddBo83	29	13	768
evenBo40.oddBo66	10	30	1139
evenBo7.oddBo30	43	66	557
evenBo40.oddBo39	10	57	787
evenBo41.oddBo14	9	82	576
evenBo28.oddBo60	22	36	501
evenBo44.oddBo38	6	58	323
evenBo45.oddBo72	5	24	1034
evenBo34.oddBo33	16	63	1196
evenBo11.oddBo45	39	51	297
evenBo44.oddBo44	6	52	359
evenBo36.oddBo44	14	52	957
evenBo28.oddBo74	22	22	1176
evenBo12.oddBo43	38	53	403
evenBo4.oddBo31	46	65	244
evenBo25.oddBo64	25	32	401
evenBo22.oddBo2	28	94	574
evenBo49.oddBo34	1	62	325
evenBo44.oddBo49	6	47	353
evenBo47.oddBo61	3	35	477
evenBo47.oddBo44	3	52	540
evenBo16.oddBo15	34	81	581
evenBo32.oddBo83	18	13	771
evenBo37.oddBo49	13	47	1185
evenBo19.oddBo48	31	48	1071
evenBo13.oddBo42	37	54	219
evenBo26.oddBo27	24	69	587
evenBo23.oddBo37	27	59	1059
evenBo46.oddBo61	4	35	558
evenBo15.oddBo60	35	36	611
evenBo32.oddBo40	18	56	854
evenBo29.oddBo8	21	88	856
evenBo29.oddBo49	21	47	955
evenBo13.oddBo77	37	19	605
evenBo15.oddBo12	35	84	682
evenBo8.oddBo23	42	73	553
evenBo43.oddBo57	7	39	378
evenBo23.oddBo66	27	30	1070
evenBo24.oddBo33	26	63	560
evenBo40.oddBo84	10	12	830
evenBo41.oddBo27	9	69	826
evenBo20.oddBo43	30	53	665
evenBo21.oddBo52	29	44	371
evenBo16.oddBo17	34	79	633
evenBo20.oddBo59	30	37	735
evenBo33.oddBo75	17	21	1210
evenBo36.oddBo13	14	83	967
evenBo47.oddBo80	3	16	620
evenBo25.oddBo2	25	94	902
evenBo10.oddBo47	40	49	380
evenBo13.oddBo79	37	17	337
evenBo14.oddBo49	36	47	549
evenBo44.oddBo46	6	50	425
evenBo28.oddBo53	22	43	712
evenBo31.oddBo12	19	84	609
evenBo16.oddBo12	34	84	693
evenBo50.oddBo28	0	68	719
evenBo40.oddBo43	10	53	856
evenBo50.oddBo18	0	78	374
evenBo5.oddBo31	45	65	160
evenBo30.oddBo14	20	82	491
evenBo34.oddBo70	16	26	662
evenBo15.oddBo9	35	87	909
evenBo43.oddBo56	7	40	547
evenBo14.oddBo68	36	28	785
evenBo18.oddBo44	32	52	783
evenBo29.oddBo29	21	67	419
evenBo38.oddBo76	12	20	1196
evenBo8.oddBo31	42	65	397
evenBo24.oddBo58	26	38	437
evenBo18.oddBo28	32	68	553
evenBo43.oddBo33	7	63	544
evenBo11.oddBo38	39	58	559
evenBo20.oddBo42	30	54	547
evenBo22.oddBo57	28	39	633
evenBo31.oddBo50	19	46	1026
evenBo14.oddBo57	36	39	1035
evenBo36.oddBo14	14	82	1004
evenBo42.oddBo39	8	57	620
evenBo47.oddBo66	3	30	932
evenBo45.oddBo68	5	28	554
evenBo26.oddBo55	24	41	883
evenBo42.oddBo32	8	64	759
evenBo32.oddBo22	18	74	812
evenBo20.oddBo80	30	16	579
evenBo33.oddBo31	17	65	604
evenBo31.oddBo11	19	85	763
evenBo19.oddBo74	31	22	1034
evenBo10.oddBo16	40	80	248
evenBo50.oddBo55	0	41	217
evenBo29.oddBo47	21	49	1243
evenBo32.oddBo48	18	48	950
evenBo44.oddBo52	6	44	241
evenBo49.oddBo45	1	51	223
evenBo18.oddBo17	32	79	478
evenBo33.oddBo13	17	83	619
evenBo33.oddBo74	17	22	1031
evenBo23.oddBo6	27	90	1012
evenBo19.oddBo49	31	47	1367
evenBo33.oddBo30	17	66	999
evenBo42.oddBo74	8	22	1280
evenBo4.oddBo12	46	84	102
evenBo26.oddBo34	24	62	926
evenBo43.oddBo94	7	2	110
evenBo34.oddBo42	16	54	801
evenBo34.oddBo64	16	32	1147
evenBo28.oddBo73	22	23	897
evenBo27.oddBo50	23	46	811
evenBo40.oddBo91	10	5	692
evenBo40.oddBo67	10	29	1442
evenBo25.oddBo48	25	48	800
evenBo30.oddBo18	20	78	710
evenBo18.oddBo42	32	54	487
evenBo24.oddBo77	26	19	780
evenBo29.oddBo23	21	73	714
evenBo45.oddBo20	5	76	164
evenBo36.oddBo48	14	48	1095
evenBo18.oddBo52	32	44	529
evenBo13.oddBo74	37	22	292
evenBo9.oddBo83	41	13	174
evenBo10.oddBo64	40	32	928
evenBo24.oddBo4	26	92	1060
evenBo19.oddBo10	31	86	530
evenBo30.oddBo74	20	22	926
evenBo13.oddBo35	37	61	234
evenBo35.oddBo25	15	71	727
evenBo36.oddBo8	14	88	373
evenBo14.oddBo28	36	68	552
evenBo38.oddBo72	12	24	1315
evenBo12.oddBo44	38	52	305
evenBo7.oddBo94	43	2	100
evenBo31.oddBo56	19	40	278
evenBo23.oddBo33	27	63	779
evenBo16.oddBo51	34	45	563
evenBo38.oddBo73	12	23	1225
evenBo39.oddBo91	11	5	509
evenBo23.oddBo81	27	15	814
evenBo28.oddBo52	22	44	651
evenBo31.oddBo21	19	75	864
evenBo28.oddBo32	22	64	558
evenBo42.oddBo6	8	90	222
evenBo14.oddBo18	36	78	773
evenBo43.oddBo62	7	34	522
evenBo27.oddBo78	23	18	504
evenBo44.oddBo70	6	26	488
evenBo30.oddBo3	20	93	364
evenBo18.oddBo41	32	55	565
evenBo27.oddBo48	23	48	1013
evenBo30.oddBo44	20	52	896
evenBo17.oddBo49	33	47	665
evenBo41.oddBo80	9	16	597
evenBo17.oddBo39	33	57	1000
evenBo21.oddBo16	29	80	464
evenBo8.oddBo20	42	76	342
evenBo45.oddBo58	5	38	1058
evenBo27.oddBo77	23	19	392
evenBo44.oddBo86	6	10	198
evenBo6.oddBo41	44	55	347
evenBo49.oddBo19	1	77	358
evenBo41.oddBo50	9	46	840
evenBo21.oddBo15	29	81	360
evenBo36.oddBo10	14	86	809
evenBo12.oddBo48	38	48	468
evenBo39.oddBo37	11	59	774
evenBo22.oddBo82	28	14	640
evenBo16.oddBo34	34	62	724
evenBo4.oddBo59	46	37	450
evenBo9.oddBo38	41	58	649
evenBo39.oddBo77	11	19	1097
evenBo26.oddBo48	24	48	626
evenBo50.oddBo22	0	74	559
evenBo26.oddBo26	24	70	529
evenBo44.oddBo76	6	20	552
evenBo22.oddBo77	28	19	656
evenBo15.oddBo41	35	55	385
evenBo14.oddBo44	36	52	392
evenBo22.oddBo25	28	71	482
evenBo25.oddBo63	25	33	880
evenBo22.oddBo41	28	55	720
evenBo21.oddBo49	29	47	578
evenBo16.oddBo54	34	42	551
evenBo20.oddBo30	30	66	426
evenBo39.oddBo50	11	46	636
evenBo1.oddBo45	49	51	339
evenBo43.oddBo72	7	24	957
evenBo42.oddBo84	8	12	718
evenBo47.oddBo86	3	10	654
evenBo9.oddBo50	41	46	620
evenBo49.oddBo30	1	66	128
evenBo8.oddBo65	42	31	973
evenBo21.oddBo54	29	42	494
evenBo41.oddBo15	9	81	353
evenBo43.oddBo93	7	3	625
evenBo30.oddBo64	20	32	1505
evenBo12.oddBo25	38	71	226
evenBo11.oddBo36	39	60	251
evenBo25.oddBo47	25	49	636
evenBo13.oddBo59	37	37	823
evenBo18.oddBo20	32	76	574
evenBo39.oddBo84	11	12	877
evenBo29.oddBo18	21	78	605
evenBo29.oddBo90	21	6	188
evenBo42.oddBo80	8	16	548
evenBo50.oddBo67	0	29	793
evenBo34.oddBo94	16	2	282
evenBo28.oddBo26	22	70	307
evenBo42.oddBo86	8	10	566
evenBo46.oddBo42	4	54	384
evenBo18.oddBo27	32	69	531
evenBo30.oddBo49	20	47	878
evenBo35.oddBo79	15	17	873
evenBo37.oddBo36	13	60	783
evenBo11.oddBo65	39	31	826
evenBo45.oddBo35	5	61	627
evenBo35.oddBo40	15	56	912
evenBo45.oddBo5	5	91	194
evenBo44.oddBo74	6	22	674
evenBo16.oddBo64	34	32	712
evenBo12.oddBo13	38	83	291
evenBo32.oddBo90	18	6	325
evenBo25.oddBo83	25	13	925
evenBo26.oddBo79	24	17	599
evenBo30.oddBo63	20	33	2864
evenBo20.oddBo56	30	40	537
evenBo48.oddBo92	2	4	188
evenBo35.oddBo44	15	52	846
evenBo36.oddBo37	14	59	1114
evenBo28.oddBo8	22	88	750
evenBo13.oddBo63	37	33	650
evenBo6.oddBo33	44	63	318
evenBo28.oddBo43	22	53	777
evenBo26.oddBo35	24	61	1011
evenBo42.oddBo44	8	52	876
evenBo20.oddBo78	30	18	535
evenBo45.oddBo56	5	40	1021
evenBo47.oddBo60	3	36	720
evenBo43.oddBo41	7	55	445
evenBo45.oddBo83	5	13	760
evenBo42.oddBo54	8	42	1026
evenBo34.oddBo29	16	67	810
evenBo6.oddBo69	44	27	150
evenBo48.oddBo83	2	13	407
evenBo39.oddBo64	11	32	866
evenBo20.oddBo77	30	19	501
evenBo10.oddBo26	40	70	409
evenBo21.oddBo74	29	22	486
evenBo43.oddBo82	7	14	615
evenBo44.oddBo55	6	41	428
evenBo31.oddBo84	19	12	976
evenBo32.oddBo20	18	76	1007
evenBo45.oddBo75	5	21	1226
evenBo35.oddBo42	15	54	799
evenBo23.oddBo76	27	20	902
evenBo6.oddBo25	44	71	566
evenBo15.oddBo67	35	29	882
evenBo41.oddBo32	9	64	1061
evenBo19.oddBo54	31	42	667
evenBo35.oddBo11	15	85	1250
evenBo33.oddBo24	17	72	588
evenBo7.oddBo37	43	59	288
evenBo43.oddBo52	7	44	608
evenBo50.oddBo65	0	31	885
evenBo30.oddBo5	20	91	1105
evenBo34.oddBo24	16	72	903
evenBo46.oddBo78	4	18	549
evenBo33.oddBo47	17	49	1286
evenBo45.oddBo36	5	60	572
evenBo48.oddBo34	2	62	677
evenBo9.oddBo70	41	26	484
evenBo47.oddBo17	3	79	446
evenBo23.oddBo21	27	75	485
evenBo40.oddBo83	10	13	1024
evenBo50.oddBo73	0	23	598
evenBo23.oddBo14	27	82	271
evenBo44.oddBo36	6	60	378
evenBo13.oddBo55	37	41	443
evenBo22.oddBo61	28	35	213
evenBo11.oddBo39	39	57	647
evenBo23.oddBo38	27	58	1006
evenBo23.oddBo42	27	54	726
evenBo35.oddBo15	15	81	832
evenBo39.oddBo28	11	68	576
evenBo26.oddBo51	24	45	626
evenBo15.oddBo20	35	76	262
evenBo3.oddBo35	47	61	172
evenBo26.oddBo5	24	91	1401
evenBo43.oddBo87	7	9	498
evenBo5.oddBo33	45	63	250
evenBo31.oddBo88	19	8	359
evenBo42.oddBo5	8	91	333
evenBo30.oddBo13	20	83	644
evenBo40.oddBo37	10	59	833
evenBo19.oddBo70	31	26	288
evenBo24.oddBo39	26	57	672
evenBo25.oddBo81	25	15	710
evenBo7.oddBo36	43	60	229
evenBo31.oddBo13	19	83	720
evenBo29.oddBo86	21	10	500
evenBo39.oddBo69	11	27	981
evenBo17.oddBo71	33	25	960
evenBo25.oddBo72	25	24	900
evenBo8.oddBo38	42	58	631
evenBo39.oddBo13	11	83	409
evenBo36.oddBo41	14	55	964
evenBo31.oddBo93	19	3	410
evenBo33.oddBo86	17	10	520
evenBo30.oddBo46	20	50	767
evenBo27.oddBo53	23	43	436
evenBo24.oddBo60	26	36	573
evenBo46.oddBo37	4	59	661
evenBo38.oddBo36	12	60	1104
evenBo42.oddBo42	8	54	660
evenBo44.oddBo63	6	33	665
evenBo5.oddBo30	45	66	587
evenBo49.oddBo18	1	78	292
evenBo39.oddBo63	11	33	1654
evenBo12.oddBo47	38	49	330
evenBo35.oddBo69	15	27	795
evenBo16.oddBo89	34	7	207
evenBo11.oddBo55	39	41	401
evenBo25.oddBo76	25	20	477
evenBo19.oddBo72	31	24	648
evenBo32.oddBo93	18	3	450
evenBo18.oddBo64	32	32	247
evenBo21.oddBo93	29	3	110
evenBo30.oddBo45	20	51	838
evenBo36.oddBo94	14	2	473
evenBo43.oddBo36	7	60	518
evenBo32.oddBo31	18	65	733
evenBo35.oddBo36	15	60	1089
evenBo41.oddBo16	9	80	592
evenBo9.oddBo14	41	82	329
evenBo35.oddBo57	15	39	332
evenBo14.oddBo53	36	43	852
evenBo35.oddBo82	15	14	836
evenBo30.oddBo48	20	48	988
evenBo43.oddBo74	7	22	892
evenBo40.oddBo35	10	61	524
evenBo26.oddBo25	24	71	542
evenBo15.oddBo49	35	47	451
evenBo35.oddBo61	15	35	1280
evenBo6.oddBo62	44	34	579
evenBo15.oddBo21	35	75	104
evenBo46.oddBo89	4	7	732
evenBo43.oddBo78	7	18	641
evenBo5.oddBo48	45	48	488
evenBo24.oddBo71	26	25	886
evenBo36.oddBo79	14	17	1002
evenBo7.oddBo43	43	53	1017
evenBo8.oddBo51	42	45	790
evenBo32.oddBo37	18	59	886
evenBo16.oddBo73	34	23	996
evenBo17.oddBo51	33	45	865
evenBo13.oddBo54	37	42	517
evenBo30.oddBo15	20	81	355
evenBo31.oddBo80	19	16	639
evenBo18.oddBo12	32	84	970
evenBo8.oddBo29	42	67	647
evenBo32.oddBo36	18	60	655
evenBo21.oddBo37	29	59	684
evenBo28.oddBo4	22	92	985
evenBo25.oddBo85	25	11	923
evenBo9.oddBo48	41	48	561
evenBo45.oddBo63	5	33	866
evenBo27.oddBo60	23	36	622
evenBo3.oddBo42	47	54	183
evenBo40.oddBo69	10	27	1326
evenBo40.oddBo56	10	40	305
evenBo8.oddBo42	42	54	473
evenBo40.oddBo72	10	24	1264
evenBo19.oddBo73	31	23	647
evenBo28.oddBo44	22	52	626
evenBo27.oddBo11	23	85	571
evenBo45.oddBo39	5	57	455
evenBo38.oddBo68	12	28	1001
evenBo5.oddBo92	45	4	102
evenBo36.oddBo36	14	60	1018
evenBo23.oddBo16	27	80	292
evenBo10.oddBo50	40	46	628
evenBo33.oddBo49	17	47	891
evenBo39.oddBo56	11	40	206
evenBo18.oddBo33	32	63	497
evenBo49.oddBo71	1	25	587
evenBo12.oddBo42	38	54	222
evenBo47.oddBo72	3	24	852
evenBo5.oddBo61	45	35	455
evenBo20.oddBo37	30	59	681
evenBo2.oddBo90	48	6	169
evenBo15.oddBo37	35	59	716
evenBo38.oddBo62	12	34	1473
evenBo35.oddBo58	15	38	1717
evenBo50.oddBo86	0	10	992
evenBo24.oddBo7	26	89	985
evenBo16.oddBo79	34	17	365
evenBo2.oddBo54	48	42	491
evenBo30.oddBo66	20	30	1257
evenBo40.oddBo21	10	75	441
evenBo10.oddBo77	40	19	196
evenBo32.oddBo38	18	58	937
evenBo16.oddBo36	34	60	625
evenBo19.oddBo18	31	78	650
evenBo10.oddBo2	40	94	199
evenBo31.oddBo92	19	4	400
evenBo50.oddBo26	0	70	530
evenBo1.oddBo46	49	50	194
evenBo37.oddBo73	13	23	1236
evenBo36.oddBo50	14	46	1112
evenBo35.oddBo23	15	73	814
evenBo13.oddBo68	37	28	451
evenBo47.oddBo48	3	48	325
evenBo46.oddBo58	4	38	1077
evenBo12.oddBo26	38	70	298
evenBo15.oddBo56	35	40	500
evenBo44.oddBo48	6	48	496
evenBo22.oddBo48	28	48	509
evenBo40.oddBo86	10	10	626
evenBo12.oddBo50	38	46	367
evenBo2.oddBo46	48	50	353
evenBo6.oddBo65	44	31	507
evenBo18.oddBo54	32	42	696
evenBo18.oddBo56	32	40	830
evenBo39.oddBo16	11	80	508
evenBo34.oddBo20	16	76	981
evenBo49.oddBo35	1	61	191
evenBo26.oddBo64	24	32	398
evenBo31.oddBo77	19	19	928
evenBo18.oddBo39	32	57	621
evenBo39.oddBo18	11	78	539
evenBo43.oddBo65	7	31	382
evenBo28.oddBo50	22	46	818
evenBo35.oddBo80	15	16	900
evenBo28.oddBo85	22	11	513
evenBo14.oddBo55	36	41	584
evenBo1.oddBo49	49	47	300
evenBo26.oddBo85	24	11	721
evenBo28.oddBo9	22	87	524
evenBo47.oddBo69	3	27	776
evenBo22.oddBo8	28	88	776
evenBo13.oddBo75	37	21	318
evenBo14.oddBo36	36	60	353
evenBo18.oddBo43	32	53	918
evenBo15.oddBo35	35	61	527
evenBo37.oddBo61	13	35	1065
evenBo20.oddBo36	30	60	587
evenBo37.oddBo40	13	56	830
evenBo50.oddBo85	0	11	892
evenBo28.oddBo1	22	95	333
evenBo39.oddBo85	11	11	737
evenBo12.oddBo60	38	36	686
evenBo39.oddBo34	11	62	494
evenBo9.oddBo52	41	44	613
evenBo35.oddBo6	15	90	215
evenBo38.oddBo30	12	66	687
evenBo39.oddBo71	11	25	1123
evenBo37.oddBo21	13	75	878
evenBo10.oddBo55	40	41	356
evenBo47.oddBo57	3	39	357
evenBo4.oddBo26	46	70	498
evenBo26.oddBo9	24	87	671
evenBo4.oddBo60	46	36	361
evenBo38.oddBo28	12	68	711
evenBo48.oddBo82	2	14	539
evenBo37.oddBo74	13	22	1114
evenBo44.oddBo47	6	49	405
evenBo37.oddBo8	13	88	372
evenBo16.oddBo43	34	53	753
evenBo41.oddBo42	9	54	737
evenBo47.oddBo49	3	47	373
evenBo49.oddBo89	1	7	660
evenBo36.oddBo6	14	90	268
evenBo33.oddBo16	17	80	763
evenBo17.oddBo59	33	37	1083
evenBo7.oddBo45	43	51	337
evenBo16.oddBo70	34	26	802
evenBo9.oddBo73	41	23	324
evenBo27.oddBo59	23	37	674
evenBo24.oddBo79	26	17	793
evenBo17.oddBo26	33	70	358
evenBo38.oddBo1	12	95	339
evenBo6.oddBo38	44	58	228
evenBo48.oddBo29	2	67	100
evenBo28.oddBo6	22	90	1006
evenBo34.oddBo82	16	14	606
evenBo24.oddBo38	26	58	851
evenBo31.oddBo91	19	5	503
evenBo32.oddBo33	18	63	1102
evenBo33.oddBo82	17	14	721
evenBo7.oddBo83	43	13	150
evenBo14.oddBo5	36	91	170
evenBo18.oddBo5	32	91	1401
evenBo17.oddBo80	33	16	326
evenBo12.oddBo71	38	25	397
evenBo40.oddBo12	10	84	402
evenBo9.oddBo42	41	54	351
evenBo35.oddBo78	15	18	1092
evenBo36.oddBo72	14	24	1156
evenBo4.oddBo54	46	42	212
evenBo14.oddBo72	36	24	680
evenBo45.oddBo70	5	26	753
evenBo35.oddBo46	15	50	933
evenBo4.oddBo44	46	52	216
evenBo21.oddBo59	29	37	583
evenBo41.oddBo74	9	22	1066
evenBo13.oddBo69	37	27	611
evenBo42.oddBo27	8	69	537
evenBo7.oddBo48	43	48	550
evenBo39.oddBo1	11	95	189
evenBo10.oddBo59	40	37	763
evenBo2.oddBo35	48	61	364
evenBo31.oddBo47	19	49	764
evenBo25.oddBo80	25	16	505
evenBo34.oddBo85	16	11	822
evenBo39.oddBo94	11	2	330
evenBo36.oddBo92	14	4	588
evenBo45.oddBo40	5	56	352
evenBo26.oddBo10	24	86	798
evenBo49.oddBo90	1	6	405
evenBo23.oddBo48	27	48	791
evenBo16.oddBo18	34	78	710
evenBo16.oddBo80	34	16	277
evenBo43.oddBo66	7	30	432
evenBo26.oddBo3	24	93	1546
evenBo26.oddBo91	24	5	384
evenBo34.oddBo90	16	6	626
evenBo27.oddBo16	23	80	291
evenBo14.oddBo43	36	53	595
evenBo32.oddBo3	18	93	271
evenBo40.oddBo74	10	22	967
evenBo32.oddBo1	18	95	273
evenBo49.oddBo73	1	23	508
evenBo12.oddBo70	38	26	313
evenBo1.oddBo43	49	53	232
evenBo26.oddBo72	24	24	915
evenBo49.oddBo82	1	14	253
evenBo3.oddBo18	47	78	135
evenBo38.oddBo14	12	82	266
evenBo16.oddBo40	34	56	768
evenBo37.oddBo35	13	61	1169
evenBo46.oddBo80	4	16	399
evenBo21.oddBo44	29	52	574
evenBo5.oddBo49	45	47	339
evenBo41.oddBo34	9	62	622
evenBo3.oddBo33	47	63	466
evenBo35.oddBo64	15	32	650
evenBo49.oddBo64	1	32	331
evenBo18.oddBo15	32	81	615
evenBo23.oddBo75	27	21	974
evenBo32.oddBo16	18	80	804
evenBo10.oddBo19	40	77	224
evenBo40.oddBo8	10	88	313
evenBo23.oddBo34	27	62	928
evenBo17.oddBo65	33	31	602
evenBo33.oddBo53	17	43	229
evenBo25.oddBo61	25	35	573
evenBo47.oddBo67	3	29	1010
evenBo42.oddBo11	8	85	305
evenBo36.oddBo84	14	12	819
evenBo11.oddBo74	39	22	517
evenBo13.oddBo62	37	34	568
evenBo22.oddBo80	28	16	478
evenBo12.oddBo91	38	5	222
evenBo38.oddBo78	12	18	811
evenBo25.oddBo54	25	42	457
evenBo10.oddBo44	40	52	578
evenBo50.oddBo88	0	8	606
evenBo20.oddBo17	30	79	498
evenBo27.oddBo47	23	49	524
evenBo9.oddBo18	41	78	335
evenBo49.oddBo74	1	22	459
evenBo28.oddBo62	22	34	672
evenBo17.oddBo66	33	30	587
evenBo38.oddBo6	12	90	138
evenBo5.oddBo50	45	46	655
evenBo15.oddBo74	35	22	721
evenBo24.oddBo83	26	13	709
evenBo7.oddBo33	43	63	513
evenBo38.oddBo42	12	54	993
evenBo8.oddBo25	42	71	727
evenBo6.oddBo4	44	92	105
evenBo14.oddBo35	36	61	396
evenBo15.oddBo64	35	32	693
evenBo14.oddBo40	36	56	392
evenBo11.oddBo60	39	36	608
evenBo17.oddBo36	33	60	768
evenBo35.oddBo30	15	66	772
evenBo24.oddBo55	26	41	435
evenBo22.oddBo83	28	13	664
evenBo23.oddBo12	27	84	491
evenBo36.oddBo39	14	57	830
evenBo42.oddBo40	8	56	608
evenBo17.oddBo64	33	32	514
evenBo9.oddBo51	41	45	861
evenBo37.oddBo70	13	26	871
evenBo33.oddBo5	17	91	321
evenBo41.oddBo90	9	6	562
evenBo31.oddBo87	19	9	277
evenBo37.oddBo26	13	70	735
evenBo44.oddBo16	6	80	162
evenBo20.oddBo29	30	67	412
evenBo17.oddBo17	33	79	579
evenBo40.oddBo85	10	11	876
evenBo46.oddBo14	4	82	329
evenBo50.oddBo27	0	69	446
evenBo30.oddBo85	20	11	672
evenBo40.oddBo50	10	46	905
evenBo12.oddBo15	38	81	311
evenBo23.oddBo30	27	66	590
evenBo37.oddBo23	13	73	782
evenBo45.oddBo46	5	50	552
evenBo23.oddBo39	27	57	648
evenBo43.oddBo73	7	23	748
evenBo39.oddBo46	11	50	678
evenBo9.oddBo30	41	66	694
evenBo13.oddBo33	37	63	221
evenBo49.oddBo33	1	63	387
evenBo25.oddBo13	25	83	175
evenBo17.oddBo60	33	36	588
evenBo21.oddBo50	29	46	701
evenBo22.oddBo92	28	4	133
evenBo16.oddBo76	34	20	802
evenBo29.oddBo74	21	22	1093
evenBo39.oddBo21	11	75	501
evenBo40.oddBo18	10	78	383
evenBo3.oddBo57	47	39	395
evenBo27.oddBo68	23	28	965
evenBo28.oddBo20	22	76	512
evenBo9.oddBo54	41	42	647
evenBo41.oddBo9	9	87	314
evenBo49.oddBo22	1	74	231
evenBo9.oddBo66	41	30	351
evenBo6.oddBo92	44	4	152
evenBo31.oddBo36	19	60	691
evenBo8.oddBo30	42	66	567
evenBo48.oddBo67	2	29	788
evenBo43.oddBo76	7	20	930
evenBo1.oddBo85	49	11	190
evenBo43.oddBo79	7	17	577
evenBo31.oddBo7	19	89	878
evenBo29.oddBo59	21	37	667
evenBo20.oddBo85	30	11	248
evenBo17.oddBo76	33	20	926
evenBo30.oddBo2	20	94	255
evenBo40.oddBo51	10	45	823
evenBo10.oddBo38	40	58	522
evenBo35.oddBo81	15	15	792
evenBo41.oddBo41	9	55	613
evenBo12.oddBo59	38	37	811
evenBo48.oddBo35	2	61	362
evenBo25.oddBo50	25	46	626
evenBo29.oddBo66	21	30	455
evenBo40.oddBo54	10	42	603
evenBo17.oddBo62	33	34	646
evenBo13.oddBo15	37	81	171
evenBo6.oddBo49	44	47	620
evenBo40.oddBo29	10	67	673
evenBo30.oddBo39	20	57	1033
evenBo6.oddBo30	44	66	679
evenBo8.oddBo44	42	52	472
evenBo42.oddBo92	8	4	770
evenBo48.oddBo21	2	75	188
evenBo13.oddBo10	37	86	401
evenBo10.oddBo52	40	44	524
evenBo21.oddBo9	29	87	644
evenBo48.oddBo78	2	18	583
evenBo10.oddBo30	40	66	539
evenBo37.oddBo88	13	8	350
evenBo7.oddBo27	43	69	541
evenBo38.oddBo23	12	73	847
evenBo17.oddBo74	33	22	822
evenBo23.oddBo46	27	50	767
evenBo29.oddBo63	21	33	2072
evenBo19.oddBo37	31	59	774
evenBo33.oddBo73	17	23	763
evenBo13.oddBo43	37	53	405
evenBo44.oddBo53	6	43	756
evenBo6.oddBo84	44	12	121
evenBo6.oddBo26	44	70	613
evenBo43.oddBo13	7	83	578
evenBo34.oddBo52	16	44	358
evenBo28.oddBo78	22	18	522
evenBo27.oddBo82	23	14	617
evenBo39.oddBo25	11	71	712
