spot_id	x	y	clusternum
evenBo25.oddBo43	25	53	730
evenBo29.oddBo33	21	63	1086
evenBo39.oddBo88	11	8	341
evenBo38.oddBo47	12	49	979
evenBo28.oddBo56	22	40	1083
evenBo21.oddBo25	29	71	637
evenBo29.oddBo22	21	74	728
evenBo26.oddBo66	24	30	606
evenBo27.oddBo80	23	16	474
evenBo37.oddBo51	13	45	1067
evenBo21.oddBo39	29	57	366
evenBo28.oddBo29	22	67	692
evenBo39.oddBo5	11	91	259
evenBo36.oddBo43	14	53	1473
evenBo21.oddBo12	29	84	763
evenBo43.oddBo24	7	72	168
evenBo34.oddBo48	16	48	1193
evenBo15.oddBo78	35	18	376
evenBo19.oddBo82	31	14	558
evenBo18.oddBo51	32	45	1427
evenBo12.oddBo68	38	28	1098
evenBo16.oddBo95	34	1	119
evenBo18.oddBo45	32	51	555
evenBo44.oddBo57	6	39	426
evenBo40.oddBo80	10	16	1468
evenBo46.oddBo49	4	47	618
evenBo36.oddBo81	14	15	811
evenBo10.oddBo65	40	31	1435
evenBo39.oddBo47	11	49	706
evenBo18.oddBo81	32	15	390
evenBo17.oddBo7	33	89	1112
evenBo32.oddBo17	18	79	574
evenBo24.oddBo6	26	90	1015
evenBo39.oddBo59	11	37	2110
evenBo20.oddBo44	30	52	678
evenBo29.oddBo68	21	28	1591
evenBo16.oddBo66	34	30	1005
evenBo31.oddBo44	19	52	852
evenBo12.oddBo46	38	50	625
evenBo37.oddBo11	13	85	631
evenBo22.oddBo52	28	44	591
evenBo39.oddBo76	11	20	913
evenBo33.oddBo42	17	54	959
evenBo40.oddBo16	10	80	850
evenBo37.oddBo37	13	59	993
evenBo31.oddBo45	19	51	1105
evenBo38.oddBo16	12	80	497
evenBo37.oddBo24	13	72	807
evenBo15.oddBo19	35	77	289
evenBo38.oddBo39	12	57	902
evenBo18.oddBo75	32	21	1136
evenBo24.oddBo76	26	20	848
evenBo16.oddBo49	34	47	596
evenBo20.oddBo4	30	92	930
evenBo10.oddBo83	40	13	165
evenBo28.oddBo16	22	80	591
evenBo20.oddBo75	30	21	725
evenBo18.oddBo21	32	75	287
evenBo19.oddBo53	31	43	775
evenBo28.oddBo69	22	27	1465
evenBo31.oddBo81	19	15	528
evenBo7.oddBo26	43	70	642
evenBo31.oddBo68	19	28	1536
evenBo9.oddBo39	41	57	495
evenBo30.oddBo30	20	66	707
evenBo14.oddBo80	36	16	338
evenBo26.oddBo57	24	39	1059
evenBo7.oddBo51	43	45	945
evenBo46.oddBo85	4	11	495
evenBo37.oddBo82	13	14	896
evenBo9.oddBo67	41	29	856
evenBo13.oddBo64	37	32	558
evenBo29.oddBo61	21	35	798
evenBo21.oddBo14	29	82	563
evenBo40.oddBo28	10	68	910
evenBo47.oddBo38	3	58	439
evenBo25.oddBo57	25	39	1091
evenBo22.oddBo7	28	89	537
evenBo41.oddBo59	9	37	1485
evenBo23.oddBo57	27	39	1115
evenBo27.oddBo36	23	60	739
evenBo33.oddBo79	17	17	951
evenBo18.oddBo46	32	50	378
evenBo34.oddBo16	16	80	1189
evenBo48.oddBo66	2	30	759
evenBo15.oddBo82	35	14	251
evenBo12.oddBo40	38	56	448
evenBo39.oddBo9	11	87	369
evenBo16.oddBo26	34	70	237
evenBo42.oddBo90	8	6	656
evenBo23.oddBo5	27	91	1395
evenBo30.oddBo89	20	7	215
evenBo29.oddBo75	21	21	1415
evenBo43.oddBo81	7	15	371
evenBo43.oddBo59	7	37	522
evenBo34.oddBo76	16	20	1554
evenBo14.oddBo92	36	4	102
evenBo40.oddBo38	10	58	957
evenBo10.oddBo74	40	22	391
evenBo6.oddBo53	44	43	537
evenBo48.oddBo59	2	37	1005
evenBo32.oddBo64	18	32	1238
evenBo44.oddBo12	6	84	193
evenBo10.oddBo12	40	84	218
evenBo45.oddBo8	5	88	277
evenBo13.oddBo18	37	78	564
evenBo36.oddBo68	14	28	546
evenBo24.oddBo52	26	44	435
evenBo15.oddBo17	35	79	646
evenBo41.oddBo49	9	47	703
evenBo43.oddBo80	7	16	497
evenBo30.oddBo23	20	73	640
evenBo36.oddBo20	14	76	946
evenBo29.oddBo52	21	44	591
evenBo46.oddBo57	4	39	749
evenBo40.oddBo82	10	14	935
evenBo44.oddBo82	6	14	435
evenBo35.oddBo52	15	44	513
evenBo29.oddBo39	21	57	1074
evenBo45.oddBo90	5	6	840
evenBo24.oddBo51	26	45	878
evenBo37.oddBo69	13	27	898
evenBo45.oddBo55	5	41	754
evenBo28.oddBo22	22	74	542
evenBo37.oddBo48	13	48	1094
evenBo32.oddBo70	18	26	1276
evenBo18.oddBo58	32	38	1039
evenBo38.oddBo31	12	65	509
evenBo25.oddBo73	25	23	1096
evenBo45.oddBo71	5	25	984
evenBo23.oddBo55	27	41	881
evenBo28.oddBo76	22	20	1063
evenBo25.oddBo74	25	22	1189
evenBo31.oddBo38	19	58	1256
evenBo40.oddBo60	10	36	1361
evenBo20.oddBo27	30	69	476
evenBo38.oddBo35	12	61	1314
evenBo39.oddBo78	11	18	1103
evenBo40.oddBo71	10	25	1946
evenBo19.oddBo44	31	52	770
evenBo10.oddBo18	40	78	1050
evenBo29.oddBo48	21	48	1036
evenBo7.oddBo64	43	32	502
evenBo37.oddBo83	13	13	1097
evenBo50.oddBo35	0	61	403
evenBo23.oddBo32	27	64	791
evenBo43.oddBo83	7	13	684
evenBo43.oddBo64	7	32	707
evenBo29.oddBo11	21	85	706
evenBo41.oddBo93	9	3	1002
evenBo19.oddBo22	31	74	528
evenBo45.oddBo49	5	47	405
evenBo30.oddBo76	20	20	991
evenBo20.oddBo33	30	63	689
evenBo30.oddBo81	20	15	806
evenBo22.oddBo40	28	56	715
evenBo29.oddBo82	21	14	973
evenBo16.oddBo55	34	41	653
evenBo25.oddBo10	25	86	926
evenBo50.oddBo33	0	63	721
evenBo14.oddBo52	36	44	577
evenBo19.oddBo14	31	82	498
evenBo49.oddBo79	1	17	340
evenBo20.oddBo51	30	45	727
evenBo31.oddBo42	19	54	1062
evenBo27.oddBo52	23	44	428
evenBo41.oddBo11	9	85	459
evenBo39.oddBo83	11	13	753
evenBo15.oddBo73	35	23	561
evenBo36.oddBo51	14	45	1105
evenBo42.oddBo59	8	37	1201
evenBo26.oddBo92	24	4	226
evenBo39.oddBo61	11	35	942
evenBo31.oddBo86	19	10	389
evenBo37.oddBo68	13	28	896
evenBo27.oddBo91	23	5	786
evenBo34.oddBo17	16	79	740
evenBo23.oddBo1	27	95	559
evenBo19.oddBo12	31	84	1129
evenBo5.oddBo62	45	34	381
evenBo15.oddBo11	35	85	520
evenBo15.oddBo76	35	20	632
evenBo25.oddBo5	25	91	1431
evenBo18.oddBo4	32	92	540
evenBo33.oddBo37	17	59	780
evenBo7.oddBo44	43	52	515
evenBo41.oddBo51	9	45	911
evenBo39.oddBo66	11	30	1084
evenBo44.oddBo85	6	11	522
evenBo19.oddBo15	31	81	632
evenBo31.oddBo29	19	67	716
evenBo24.oddBo10	26	86	733
evenBo2.oddBo25	48	71	571
evenBo16.oddBo94	34	2	186
evenBo45.oddBo73	5	23	958
evenBo31.oddBo75	19	21	1281
evenBo39.oddBo87	11	9	377
evenBo25.oddBo31	25	65	466
evenBo6.oddBo45	44	51	349
evenBo46.oddBo83	4	13	809
evenBo42.oddBo67	8	29	1248
evenBo16.oddBo39	34	57	729
evenBo37.oddBo64	13	32	1266
evenBo26.oddBo52	24	44	458
evenBo32.oddBo6	18	90	575
evenBo25.oddBo29	25	67	515
evenBo14.oddBo63	36	33	1655
evenBo33.oddBo51	17	45	1508
evenBo38.oddBo91	12	5	745
evenBo29.oddBo79	21	17	525
evenBo34.oddBo67	16	29	965
evenBo34.oddBo18	16	78	950
evenBo1.oddBo54	49	42	536
evenBo42.oddBo37	8	59	1039
evenBo7.oddBo56	43	40	682
evenBo46.oddBo81	4	15	501
evenBo36.oddBo64	14	32	1355
evenBo29.oddBo1	21	95	289
evenBo37.oddBo62	13	34	1442
evenBo15.oddBo51	35	45	693
evenBo28.oddBo48	22	48	943
evenBo22.oddBo46	28	50	443
evenBo29.oddBo7	21	89	1117
evenBo2.oddBo83	48	13	160
evenBo37.oddBo18	13	78	275
evenBo49.oddBo93	1	3	129
evenBo42.oddBo71	8	25	1272
evenBo33.oddBo34	17	62	835
evenBo29.oddBo44	21	52	884
evenBo28.oddBo31	22	65	545
evenBo36.oddBo91	14	5	734
evenBo33.oddBo62	17	34	1628
evenBo15.oddBo62	35	34	949
evenBo50.oddBo41	0	55	178
evenBo35.oddBo60	15	36	1806
evenBo21.oddBo76	29	20	719
evenBo20.oddBo81	30	15	564
evenBo37.oddBo32	13	64	643
evenBo33.oddBo61	17	35	1391
evenBo28.oddBo91	22	5	371
evenBo40.oddBo68	10	28	1133
evenBo30.oddBo21	20	75	1011
evenBo44.oddBo14	6	82	309
evenBo28.oddBo30	22	66	414
evenBo23.oddBo4	27	92	1188
evenBo28.oddBo66	22	30	1066
evenBo41.oddBo55	9	41	738
evenBo31.oddBo66	19	30	1546
evenBo21.oddBo42	29	54	474
evenBo30.oddBo37	20	59	1284
evenBo19.oddBo6	31	90	990
evenBo20.oddBo58	30	38	820
evenBo45.oddBo80	5	16	365
evenBo28.oddBo37	22	59	794
evenBo34.oddBo58	16	38	1505
evenBo15.oddBo72	35	24	1003
evenBo28.oddBo72	22	24	824
evenBo38.oddBo19	12	77	772
evenBo14.oddBo39	36	57	553
evenBo49.oddBo65	1	31	396
evenBo26.oddBo2	24	94	785
evenBo26.oddBo71	24	25	1059
evenBo45.oddBo45	5	51	512
evenBo11.oddBo17	39	79	869
evenBo36.oddBo85	14	11	1454
evenBo10.oddBo71	40	25	664
evenBo35.oddBo32	15	64	728
evenBo40.oddBo9	10	87	441
evenBo40.oddBo53	10	43	521
evenBo32.oddBo80	18	16	685
evenBo36.oddBo46	14	50	1106
evenBo46.oddBo73	4	23	843
evenBo47.oddBo71	3	25	811
evenBo30.oddBo43	20	53	970
evenBo48.oddBo9	2	87	159
evenBo20.oddBo87	30	9	214
evenBo33.oddBo76	17	20	1021
evenBo35.oddBo85	15	11	1059
evenBo36.oddBo45	14	51	979
evenBo2.oddBo51	48	45	278
evenBo2.oddBo53	48	43	470
evenBo28.oddBo82	22	14	961
evenBo7.oddBo39	43	57	610
evenBo22.oddBo3	28	93	1094
evenBo39.oddBo72	11	24	948
evenBo29.oddBo83	21	13	817
evenBo35.oddBo34	15	62	902
evenBo26.oddBo84	24	12	875
evenBo25.oddBo46	25	50	757
evenBo18.oddBo70	32	26	635
evenBo13.oddBo29	37	67	349
evenBo47.oddBo62	3	34	601
evenBo16.oddBo32	34	64	514
evenBo5.oddBo43	45	53	1018
evenBo7.oddBo68	43	28	315
evenBo35.oddBo89	15	7	574
evenBo24.oddBo69	26	27	556
evenBo11.oddBo76	39	20	465
evenBo39.oddBo48	11	48	954
evenBo48.oddBo58	2	38	422
evenBo28.oddBo51	22	45	644
evenBo24.oddBo9	26	87	808
evenBo45.oddBo12	5	84	384
evenBo31.oddBo79	19	17	785
evenBo23.oddBo80	27	16	815
evenBo43.oddBo11	7	85	207
evenBo7.oddBo32	43	64	318
evenBo16.oddBo13	34	83	616
evenBo40.oddBo30	10	66	654
evenBo38.oddBo85	12	11	1568
evenBo49.oddBo67	1	29	447
evenBo32.oddBo11	18	85	1260
evenBo11.oddBo61	39	35	533
evenBo17.oddBo69	33	27	756
evenBo13.oddBo57	37	39	750
evenBo14.oddBo67	36	29	1022
evenBo16.oddBo68	34	28	861
evenBo31.oddBo83	19	13	879
evenBo16.oddBo60	34	36	600
evenBo1.oddBo38	49	58	145
evenBo32.oddBo44	18	52	1100
evenBo37.oddBo81	13	15	772
evenBo7.oddBo78	43	18	213
evenBo29.oddBo67	21	29	1886
evenBo41.oddBo79	9	17	1040
evenBo35.oddBo21	15	75	639
evenBo31.oddBo20	19	76	783
evenBo47.oddBo75	3	21	957
evenBo48.oddBo81	2	15	742
evenBo10.oddBo46	40	50	458
evenBo35.oddBo45	15	51	1038
evenBo28.oddBo46	22	50	411
evenBo47.oddBo43	3	53	523
evenBo47.oddBo85	3	11	680
evenBo35.oddBo38	15	58	1121
evenBo50.oddBo78	0	18	905
evenBo22.oddBo44	28	52	429
evenBo36.oddBo11	14	85	1406
evenBo31.oddBo34	19	62	1231
evenBo23.oddBo61	27	35	586
evenBo10.oddBo51	40	45	763
evenBo39.oddBo60	11	36	850
evenBo41.oddBo31	9	65	641
evenBo10.oddBo56	40	40	671
evenBo18.oddBo38	32	58	1065
evenBo41.oddBo47	9	49	763
evenBo33.oddBo91	17	5	613
evenBo11.oddBo31	39	65	356
evenBo11.oddBo71	39	25	626
evenBo36.oddBo86	14	10	522
evenBo24.oddBo73	26	23	749
evenBo25.oddBo67	25	29	952
evenBo6.oddBo59	44	37	653
evenBo17.oddBo41	33	55	677
evenBo3.oddBo60	47	36	218
evenBo19.oddBo51	31	45	1149
evenBo43.oddBo92	7	4	722
evenBo28.oddBo7	22	89	942
evenBo43.oddBo30	7	66	511
evenBo44.oddBo87	6	9	263
evenBo33.oddBo85	17	11	855
evenBo38.oddBo92	12	4	890
evenBo19.oddBo85	31	11	438
evenBo26.oddBo58	24	38	904
evenBo22.oddBo54	28	42	634
evenBo41.oddBo82	9	14	1076
evenBo22.oddBo51	28	45	1201
evenBo23.oddBo77	27	19	832
evenBo31.oddBo46	19	50	516
evenBo22.oddBo78	28	18	742
evenBo7.oddBo20	43	76	335
evenBo17.oddBo8	33	88	820
evenBo46.oddBo35	4	61	562
evenBo26.oddBo49	24	47	869
evenBo27.oddBo43	23	53	870
evenBo17.oddBo13	33	83	910
evenBo10.oddBo48	40	48	924
evenBo26.oddBo82	24	14	660
evenBo49.oddBo69	1	27	388
evenBo39.oddBo20	11	76	776
evenBo15.oddBo32	35	64	408
evenBo43.oddBo91	7	5	680
evenBo37.oddBo43	13	53	1268
evenBo18.oddBo53	32	43	719
evenBo13.oddBo50	37	46	333
evenBo25.oddBo58	25	38	887
evenBo36.oddBo15	14	81	978
evenBo50.oddBo74	0	22	809
evenBo32.oddBo23	18	73	630
evenBo46.oddBo71	4	25	842
evenBo30.oddBo83	20	13	1028
evenBo15.oddBo28	35	68	506
evenBo6.oddBo63	44	33	576
evenBo26.oddBo73	24	23	1216
evenBo17.oddBo52	33	44	529
evenBo30.oddBo75	20	21	1234
evenBo36.oddBo63	14	33	2144
evenBo11.oddBo54	39	42	665
evenBo30.oddBo38	20	58	1576
evenBo31.oddBo31	19	65	783
evenBo43.oddBo46	7	50	614
evenBo26.oddBo46	24	50	415
evenBo19.oddBo47	31	49	548
evenBo49.oddBo31	1	65	159
evenBo16.oddBo47	34	49	571
evenBo24.oddBo29	26	67	264
evenBo24.oddBo30	26	66	332
evenBo18.oddBo77	32	19	714
evenBo25.oddBo20	25	76	315
evenBo11.oddBo75	39	21	1063
evenBo36.oddBo78	14	18	1023
evenBo23.oddBo52	27	44	977
evenBo12.oddBo34	38	62	297
evenBo22.oddBo76	28	20	524
evenBo35.oddBo41	15	55	1042
evenBo4.oddBo30	46	66	197
evenBo16.oddBo45	34	51	662
evenBo27.oddBo76	23	20	968
evenBo24.oddBo66	26	30	526
evenBo30.oddBo7	20	89	1060
evenBo42.oddBo46	8	50	894
evenBo16.oddBo67	34	29	1616
evenBo45.oddBo48	5	48	725
evenBo47.oddBo22	3	74	147
evenBo18.oddBo35	32	61	815
evenBo35.oddBo26	15	70	564
evenBo47.oddBo64	3	32	522
evenBo21.oddBo45	29	51	516
evenBo31.oddBo22	19	74	812
evenBo47.oddBo46	3	50	544
evenBo38.oddBo83	12	13	1196
evenBo19.oddBo36	31	60	585
evenBo23.oddBo3	27	93	1592
evenBo33.oddBo17	17	79	716
evenBo38.oddBo40	12	56	865
evenBo32.oddBo18	18	78	689
evenBo23.oddBo89	27	7	552
evenBo25.oddBo55	25	41	608
evenBo39.oddBo22	11	74	431
evenBo50.oddBo68	0	28	552
evenBo32.oddBo14	18	82	669
evenBo20.oddBo41	30	55	537
evenBo34.oddBo63	16	33	2368
evenBo35.oddBo59	15	37	3158
evenBo30.oddBo6	20	90	1098
evenBo42.oddBo38	8	58	993
evenBo32.oddBo41	18	55	1309
evenBo26.oddBo30	24	66	844
evenBo23.oddBo73	27	23	464
evenBo40.oddBo20	10	76	416
evenBo48.oddBo64	2	32	663
evenBo7.oddBo42	43	54	480
evenBo13.oddBo12	37	84	248
evenBo36.oddBo22	14	74	753
evenBo13.oddBo36	37	60	290
evenBo19.oddBo26	31	70	644
evenBo34.oddBo22	16	74	719
evenBo16.oddBo57	34	39	947
evenBo18.oddBo29	32	67	509
evenBo19.oddBo42	31	54	520
evenBo32.oddBo30	18	66	870
evenBo21.oddBo87	29	9	236
evenBo12.oddBo76	38	20	780
evenBo50.oddBo64	0	32	789
evenBo40.oddBo76	10	20	1043
evenBo3.oddBo34	47	62	494
evenBo40.oddBo47	10	49	768
evenBo17.oddBo57	33	39	903
evenBo16.oddBo9	34	87	705
evenBo12.oddBo37	38	59	408
evenBo12.oddBo39	38	57	921
evenBo43.oddBo51	7	45	348
evenBo42.oddBo91	8	5	672
evenBo9.oddBo53	41	43	1050
evenBo24.oddBo80	26	16	701
evenBo34.oddBo39	16	57	1013
evenBo28.oddBo59	22	37	372
evenBo16.oddBo75	34	21	1211
evenBo3.oddBo58	47	38	515
evenBo24.oddBo1	26	95	508
evenBo28.oddBo41	22	55	928
evenBo27.oddBo69	23	27	1131
evenBo19.oddBo58	31	38	1086
evenBo42.oddBo51	8	45	842
evenBo12.oddBo35	38	61	326
evenBo37.oddBo93	13	3	1154
evenBo33.oddBo39	17	57	680
evenBo34.oddBo79	16	17	956
evenBo16.oddBo63	34	33	1083
evenBo28.oddBo65	22	31	1031
evenBo24.oddBo82	26	14	640
evenBo42.oddBo52	8	44	838
evenBo45.oddBo77	5	19	618
evenBo44.oddBo65	6	31	423
evenBo18.oddBo36	32	60	515
evenBo37.oddBo15	13	81	528
evenBo33.oddBo14	17	82	725
evenBo42.oddBo82	8	14	745
evenBo30.oddBo82	20	14	813
evenBo10.oddBo58	40	38	778
evenBo14.oddBo79	36	17	752
evenBo40.oddBo70	10	26	1121
evenBo29.oddBo77	21	19	769
evenBo37.oddBo60	13	36	1370
evenBo26.oddBo43	24	53	778
evenBo34.oddBo43	16	53	1271
evenBo26.oddBo78	24	18	535
evenBo15.oddBo53	35	43	887
evenBo31.oddBo41	19	55	1264
evenBo44.oddBo13	6	83	366
evenBo14.oddBo77	36	19	399
evenBo11.oddBo16	39	80	701
evenBo34.oddBo36	16	60	880
evenBo11.oddBo26	39	70	328
evenBo40.oddBo73	10	23	1050
evenBo6.oddBo19	44	77	251
evenBo20.oddBo45	30	51	487
evenBo13.oddBo30	37	66	452
evenBo12.oddBo63	38	33	846
evenBo45.oddBo1	5	95	133
evenBo46.oddBo36	4	60	506
evenBo40.oddBo41	10	55	970
evenBo43.oddBo37	7	59	604
evenBo21.oddBo23	29	73	643
evenBo23.oddBo85	27	11	847
evenBo8.oddBo26	42	70	764
evenBo38.oddBo80	12	16	931
evenBo23.oddBo43	27	53	999
evenBo31.oddBo16	19	80	746
evenBo40.oddBo64	10	32	1399
evenBo9.oddBo22	41	74	613
evenBo25.oddBo62	25	34	721
evenBo31.oddBo78	19	18	836
evenBo40.oddBo63	10	33	1875
evenBo25.oddBo34	25	62	1133
evenBo26.oddBo70	24	26	933
evenBo48.oddBo36	2	60	348
evenBo11.oddBo59	39	37	712
evenBo45.oddBo59	5	37	947
evenBo19.oddBo77	31	19	917
evenBo33.oddBo38	17	58	865
evenBo11.oddBo12	39	84	318
evenBo21.oddBo57	29	39	714
evenBo36.oddBo52	14	44	682
evenBo24.oddBo50	26	46	519
evenBo32.oddBo73	18	23	899
evenBo25.oddBo36	25	60	875
evenBo14.oddBo78	36	18	340
evenBo17.oddBo15	33	81	645
evenBo7.oddBo40	43	56	367
evenBo47.oddBo83	3	13	577
evenBo21.oddBo36	29	60	478
evenBo43.oddBo43	7	53	535
evenBo7.oddBo6	43	90	104
evenBo21.oddBo46	29	50	314
evenBo28.oddBo90	22	6	232
evenBo34.oddBo77	16	19	1029
evenBo31.oddBo61	19	35	1504
evenBo36.oddBo58	14	38	2322
evenBo12.oddBo77	38	19	614
evenBo30.oddBo57	20	39	560
evenBo14.oddBo65	36	31	929
evenBo14.oddBo33	36	63	433
evenBo21.oddBo5	29	91	952
evenBo30.oddBo56	20	40	887
evenBo37.oddBo78	13	18	1015
evenBo41.oddBo52	9	44	861
evenBo31.oddBo39	19	57	926
evenBo46.oddBo70	4	26	677
evenBo9.oddBo72	41	24	404
evenBo28.oddBo71	22	25	919
evenBo16.oddBo31	34	65	299
evenBo17.oddBo79	33	17	665
evenBo42.oddBo49	8	47	670
evenBo42.oddBo77	8	19	924
evenBo11.oddBo41	39	55	475
evenBo28.oddBo49	22	47	809
evenBo29.oddBo42	21	54	669
evenBo10.oddBo49	40	47	501
evenBo36.oddBo60	14	36	1710
evenBo39.oddBo45	11	51	976
evenBo36.oddBo62	14	34	1786
evenBo34.oddBo8	16	88	433
evenBo23.oddBo68	27	28	765
evenBo44.oddBo89	6	7	473
evenBo26.oddBo74	24	22	1154
evenBo18.oddBo74	32	22	719
evenBo17.oddBo16	33	80	1057
evenBo33.oddBo45	17	51	1196
evenBo35.oddBo65	15	31	1300
evenBo5.oddBo63	45	33	692
evenBo22.oddBo58	28	38	663
evenBo37.oddBo67	13	29	1521
evenBo32.oddBo87	18	9	344
evenBo35.oddBo22	15	74	707
evenBo41.oddBo30	9	66	958
evenBo11.oddBo46	39	50	339
evenBo41.oddBo73	9	23	1117
evenBo13.oddBo47	37	49	460
evenBo27.oddBo62	23	34	593
evenBo27.oddBo89	23	7	592
evenBo32.oddBo88	18	8	374
evenBo15.oddBo34	35	62	356
evenBo24.oddBo32	26	64	370
evenBo7.oddBo23	43	73	391
evenBo30.oddBo34	20	62	718
evenBo31.oddBo51	19	45	972
evenBo21.oddBo80	29	16	454
evenBo32.oddBo29	18	67	945
evenBo29.oddBo38	21	58	1079
evenBo47.oddBo31	3	65	175
evenBo21.oddBo48	29	48	595
evenBo9.oddBo23	41	73	748
evenBo31.oddBo30	19	66	856
evenBo41.oddBo37	9	59	1209
evenBo48.oddBo10	2	86	165
evenBo19.oddBo17	31	79	553
evenBo29.oddBo6	21	90	1172
evenBo40.oddBo45	10	51	856
evenBo38.oddBo45	12	51	1066
evenBo42.oddBo93	8	3	955
evenBo40.oddBo44	10	52	736
evenBo22.oddBo56	28	40	686
evenBo42.oddBo68	8	28	708
evenBo17.oddBo46	33	50	587
evenBo43.oddBo77	7	19	780
evenBo44.oddBo34	6	62	463
evenBo5.oddBo28	45	68	502
evenBo15.oddBo71	35	25	1275
evenBo17.oddBo12	33	84	838
evenBo27.oddBo4	23	92	846
evenBo10.oddBo73	40	23	548
evenBo28.oddBo81	22	15	616
evenBo38.oddBo94	12	2	485
evenBo34.oddBo61	16	35	1226
evenBo9.oddBo6	41	90	188
evenBo23.oddBo82	27	14	781
evenBo43.oddBo44	7	52	547
evenBo31.oddBo28	19	68	551
evenBo27.oddBo42	23	54	631
evenBo27.oddBo51	23	45	515
evenBo46.oddBo84	4	12	448
evenBo43.oddBo69	7	27	626
evenBo28.oddBo75	22	21	993
evenBo21.oddBo33	29	63	663
evenBo34.oddBo74	16	22	1651
evenBo24.oddBo70	26	26	513
evenBo3.oddBo56	47	40	537
evenBo33.oddBo94	17	2	218
evenBo33.oddBo29	17	67	789
evenBo23.oddBo54	27	42	998
evenBo7.oddBo16	43	80	294
evenBo9.oddBo69	41	27	517
evenBo30.oddBo26	20	70	396
evenBo12.oddBo58	38	38	1226
evenBo16.oddBo46	34	50	495
evenBo36.oddBo33	14	63	895
evenBo20.oddBo83	30	13	343
evenBo42.oddBo47	8	49	932
evenBo12.oddBo75	38	21	911
evenBo27.oddBo44	23	52	696
evenBo27.oddBo45	23	51	477
evenBo17.oddBo33	33	63	645
evenBo22.oddBo35	28	61	486
evenBo1.oddBo11	49	85	146
evenBo20.oddBo47	30	49	515
evenBo13.oddBo51	37	45	421
evenBo26.oddBo65	24	31	675
evenBo43.oddBo75	7	21	707
evenBo32.oddBo42	18	54	877
evenBo9.oddBo71	41	25	659
evenBo35.oddBo49	15	47	1252
evenBo28.oddBo33	22	63	424
evenBo41.oddBo22	9	74	181
evenBo14.oddBo59	36	37	1114
evenBo26.oddBo75	24	21	1183
evenBo18.oddBo84	32	12	380
evenBo35.oddBo68	15	28	822
evenBo38.oddBo38	12	58	915
evenBo21.oddBo79	29	17	666
evenBo45.oddBo69	5	27	1078
evenBo13.oddBo78	37	18	628
evenBo13.oddBo45	37	51	286
evenBo26.oddBo53	24	43	855
evenBo8.oddBo50	42	46	723
evenBo19.oddBo16	31	80	974
evenBo14.oddBo71	36	25	995
evenBo25.oddBo51	25	45	625
evenBo31.oddBo17	19	79	553
evenBo45.oddBo34	5	62	707
evenBo17.oddBo72	33	24	959
evenBo27.oddBo35	23	61	978
evenBo40.oddBo62	10	34	1394
evenBo23.oddBo84	27	12	608
evenBo18.oddBo73	32	23	654
evenBo26.oddBo81	24	15	828
evenBo49.oddBo77	1	19	447
evenBo18.oddBo30	32	66	588
evenBo32.oddBo77	18	19	1034
evenBo36.oddBo76	14	20	1454
evenBo3.oddBo79	47	17	91
evenBo22.oddBo15	28	81	203
evenBo45.oddBo89	5	7	761
evenBo17.oddBo67	33	29	1037
evenBo47.oddBo82	3	14	741
evenBo13.oddBo48	37	48	399
evenBo18.oddBo57	32	39	875
evenBo8.oddBo60	42	36	647
evenBo11.oddBo28	39	68	504
evenBo16.oddBo5	34	91	379
evenBo48.oddBo94	2	2	150
evenBo24.oddBo37	26	59	883
evenBo31.oddBo4	19	92	370
evenBo36.oddBo77	14	19	984
evenBo38.oddBo21	12	75	808
evenBo50.oddBo76	0	20	1058
evenBo17.oddBo34	33	62	580
evenBo6.oddBo50	44	46	608
evenBo48.oddBo17	2	79	565
evenBo36.oddBo32	14	64	635
evenBo39.oddBo62	11	34	1320
evenBo9.oddBo68	41	28	527
evenBo4.oddBo43	46	53	456
evenBo41.oddBo38	9	58	1062
evenBo22.oddBo11	28	85	757
evenBo10.oddBo28	40	68	462
evenBo17.oddBo58	33	38	1308
evenBo37.oddBo45	13	51	796
evenBo17.oddBo56	33	40	844
evenBo29.oddBo35	21	61	849
evenBo21.oddBo47	29	49	568
evenBo46.oddBo75	4	21	821
evenBo34.oddBo5	16	91	376
evenBo7.oddBo75	43	21	285
evenBo9.oddBo59	41	37	706
evenBo5.oddBo60	45	36	643
evenBo24.oddBo20	26	76	391
evenBo31.oddBo48	19	48	1134
evenBo46.oddBo44	4	52	436
evenBo3.oddBo28	47	68	113
evenBo42.oddBo4	8	92	269
evenBo29.oddBo24	21	72	633
evenBo27.oddBo39	23	57	656
evenBo13.oddBo19	37	77	182
evenBo7.oddBo38	43	58	463
evenBo34.oddBo23	16	73	671
evenBo34.oddBo7	16	89	296
evenBo4.oddBo1	46	95	152
evenBo44.oddBo59	6	37	378
evenBo36.oddBo38	14	58	1002
evenBo29.oddBo3	21	93	625
evenBo30.oddBo78	20	18	730
evenBo15.oddBo16	35	80	1044
evenBo6.oddBo67	44	29	194
evenBo27.oddBo34	23	62	596
evenBo14.oddBo41	36	55	407
evenBo13.oddBo41	37	55	423
evenBo13.oddBo61	37	35	626
evenBo19.oddBo21	31	75	890
evenBo7.oddBo57	43	39	779
evenBo30.oddBo19	20	77	738
evenBo33.oddBo72	17	24	869
evenBo6.oddBo44	44	52	520
evenBo37.oddBo90	13	6	427
evenBo30.oddBo12	20	84	766
evenBo29.oddBo80	21	16	713
evenBo8.oddBo43	42	53	586
evenBo38.oddBo43	12	53	1296
