spot_id	x	y	legnum
evenBo22.oddBo31	28	65	3619
evenBo29.oddBo60	21	36	42574
evenBo26.oddBo33	24	63	9138
evenBo22.oddBo68	28	28	14031
evenBo12.oddBo46	38	50	5565
evenBo29.oddBo16	21	80	1804
evenBo22.oddBo2	28	94	932
evenBo41.oddBo48	9	48	24946
evenBo39.oddBo26	11	70	5168
evenBo7.oddBo29	43	67	7670
evenBo44.oddBo67	6	29	14387
evenBo30.oddBo19	20	77	799
evenBo26.oddBo19	24	77	1282
evenBo11.oddBo11	39	85	2566
evenBo25.oddBo45	25	51	12334
evenBo42.oddBo70	8	26	16912
evenBo25.oddBo21	25	75	5585
evenBo41.oddBo50	9	46	12614
evenBo36.oddBo25	14	71	5534
evenBo42.oddBo63	8	33	25643
evenBo33.oddBo52	17	44	23024
evenBo14.oddBo52	36	44	21519
evenBo34.oddBo35	16	61	8366
evenBo23.oddBo61	27	35	33312
evenBo40.oddBo9	10	87	965
evenBo39.oddBo53	11	43	9980
evenBo38.oddBo2	12	94	2282
evenBo30.oddBo56	20	40	18231
evenBo35.oddBo40	15	56	7300
evenBo9.oddBo58	41	38	22064
evenBo11.oddBo40	39	56	6802
evenBo32.oddBo4	18	92	543
evenBo18.oddBo39	32	57	18364
evenBo4.oddBo54	46	42	1483
evenBo35.oddBo41	15	55	20716
evenBo8.oddBo21	42	75	2166
evenBo20.oddBo48	30	48	26292
evenBo49.oddBo22	1	74	13161
evenBo18.oddBo47	32	49	23377
evenBo18.oddBo31	32	65	8629
evenBo6.oddBo53	44	43	4887
evenBo19.oddBo30	31	66	9525
evenBo37.oddBo38	13	58	9886
evenBo10.oddBo25	40	71	3957
evenBo40.oddBo45	10	51	6808
evenBo34.oddBo30	16	66	55350
evenBo46.oddBo18	4	78	14112
evenBo18.oddBo5	32	91	1570
evenBo18.oddBo14	32	82	4104
evenBo27.oddBo26	23	70	2108
evenBo16.oddBo23	34	73	7612
evenBo30.oddBo54	20	42	17967
evenBo38.oddBo30	12	66	40410
evenBo16.oddBo65	34	31	8525
evenBo36.oddBo65	14	31	23255
evenBo26.oddBo46	24	50	15744
evenBo44.oddBo33	6	63	12846
evenBo28.oddBo68	22	28	13356
evenBo14.oddBo26	36	70	5159
evenBo12.oddBo25	38	71	2484
evenBo39.oddBo29	11	67	6127
evenBo15.oddBo44	35	52	2007
evenBo8.oddBo33	42	63	5479
evenBo37.oddBo53	13	43	40839
evenBo42.oddBo52	8	44	21340
evenBo49.oddBo32	1	64	13677
evenBo46.oddBo35	4	61	10627
evenBo46.oddBo40	4	56	5005
evenBo21.oddBo59	29	37	23349
evenBo39.oddBo63	11	33	56778
evenBo34.oddBo37	16	59	17788
evenBo14.oddBo3	36	93	3821
evenBo34.oddBo42	16	54	7029
evenBo35.oddBo22	15	74	21044
evenBo17.oddBo63	33	33	10679
evenBo32.oddBo31	18	65	10962
evenBo38.oddBo22	12	74	35922
evenBo1.oddBo62	49	34	629
evenBo20.oddBo31	30	65	8187
evenBo34.oddBo36	16	60	4781
evenBo43.oddBo37	7	59	12458
evenBo32.oddBo47	18	49	10745
evenBo33.oddBo70	17	26	33599
evenBo11.oddBo22	39	74	4453
evenBo31.oddBo49	19	47	18011
evenBo15.oddBo7	35	89	952
evenBo28.oddBo49	22	47	16393
evenBo43.oddBo35	7	61	5793
evenBo9.oddBo50	41	46	17885
evenBo29.oddBo36	21	60	9313
evenBo8.oddBo43	42	53	7258
evenBo26.oddBo44	24	52	9218
evenBo14.oddBo51	36	45	27293
evenBo13.oddBo18	37	78	12338
evenBo6.oddBo31	44	65	5937
evenBo31.oddBo47	19	49	2212
evenBo35.oddBo21	15	75	14187
evenBo22.oddBo27	28	69	20111
evenBo46.oddBo22	4	74	27232
evenBo13.oddBo26	37	70	3395
evenBo39.oddBo41	11	55	10182
evenBo19.oddBo11	31	85	4138
evenBo17.oddBo7	33	89	843
evenBo40.oddBo44	10	52	4196
evenBo5.oddBo34	45	62	1911
evenBo40.oddBo62	10	34	27691
evenBo35.oddBo10	15	86	6662
evenBo40.oddBo23	10	73	12155
evenBo43.oddBo42	7	54	6822
evenBo7.oddBo43	43	53	8554
evenBo47.oddBo15	3	81	2997
evenBo14.oddBo32	36	64	5642
evenBo26.oddBo9	24	87	951
evenBo38.oddBo40	12	56	9263
evenBo46.oddBo59	4	37	19102
evenBo32.oddBo22	18	74	6355
evenBo32.oddBo43	18	53	14238
evenBo31.oddBo3	19	93	1201
evenBo50.oddBo20	0	76	29263
evenBo48.oddBo53	2	43	26105
evenBo24.oddBo5	26	91	876
evenBo27.oddBo42	23	54	10345
evenBo13.oddBo25	37	71	5913
evenBo15.oddBo67	35	29	5386
evenBo36.oddBo64	14	32	30674
evenBo27.oddBo47	23	49	13661
evenBo29.oddBo21	21	75	5052
evenBo27.oddBo39	23	57	3421
evenBo23.oddBo5	27	91	1286
evenBo46.oddBo51	4	45	6594
evenBo31.oddBo33	19	63	4422
evenBo50.oddBo5	0	91	970
evenBo21.oddBo8	29	88	9321
evenBo29.oddBo47	21	49	4891
evenBo48.oddBo58	2	38	8254
evenBo1.oddBo64	49	32	845
evenBo19.oddBo16	31	80	3587
evenBo39.oddBo40	11	56	8149
evenBo36.oddBo36	14	60	15552
evenBo37.oddBo48	13	48	45904
evenBo2.oddBo30	48	66	938
evenBo45.oddBo57	5	39	5677
evenBo1.oddBo14	49	82	610
evenBo28.oddBo6	22	90	10525
evenBo38.oddBo34	12	62	15869
evenBo20.oddBo42	30	54	6601
evenBo11.oddBo9	39	87	726
evenBo34.oddBo13	16	83	7813
evenBo40.oddBo68	10	28	25770
evenBo15.oddBo54	35	42	8346
evenBo45.oddBo45	5	51	25697
evenBo50.oddBo64	0	32	10813
evenBo41.oddBo24	9	72	5329
evenBo2.oddBo31	48	65	572
evenBo9.oddBo32	41	64	1949
evenBo33.oddBo17	17	79	22115
evenBo50.oddBo9	0	87	315
evenBo46.oddBo37	4	59	6973
evenBo49.oddBo61	1	35	17412
evenBo12.oddBo40	38	56	17077
evenBo19.oddBo32	31	64	1962
evenBo23.oddBo25	27	71	4556
evenBo43.oddBo59	7	37	7005
evenBo35.oddBo17	15	79	21788
evenBo28.oddBo58	22	38	47978
evenBo27.oddBo49	23	47	14805
evenBo49.oddBo62	1	34	23220
evenBo25.oddBo19	25	77	1863
evenBo39.oddBo46	11	50	6678
evenBo21.oddBo50	29	46	18625
evenBo48.oddBo56	2	40	16476
evenBo22.oddBo28	28	68	5567
evenBo36.oddBo52	14	44	6925
evenBo3.oddBo29	47	67	824
evenBo33.oddBo47	17	49	27215
evenBo15.oddBo47	35	49	2916
evenBo24.oddBo32	26	64	8946
evenBo16.oddBo3	34	93	1600
evenBo48.oddBo57	2	39	11815
evenBo17.oddBo32	33	64	5588
evenBo40.oddBo69	10	27	24596
evenBo16.oddBo49	34	47	17920
evenBo34.oddBo9	16	87	10710
evenBo47.oddBo24	3	72	27073
evenBo25.oddBo34	25	62	5510
evenBo22.oddBo48	28	48	17290
evenBo20.oddBo24	30	72	7025
evenBo4.oddBo59	46	37	2295
evenBo44.oddBo54	6	42	17409
evenBo26.oddBo49	24	47	12095
evenBo29.oddBo34	21	62	3923
evenBo10.oddBo69	40	27	11371
evenBo15.oddBo28	35	68	8622
evenBo13.oddBo45	37	51	11356
evenBo23.oddBo42	27	54	6902
evenBo23.oddBo59	27	37	41667
evenBo28.oddBo48	22	48	14544
evenBo6.oddBo67	44	29	773
evenBo30.oddBo20	20	76	4218
evenBo46.oddBo31	4	65	6583
evenBo31.oddBo54	19	42	63672
evenBo43.oddBo66	7	30	24708
evenBo8.oddBo35	42	61	14582
evenBo7.oddBo55	43	41	4008
evenBo39.oddBo11	11	85	11855
evenBo4.oddBo45	46	51	7018
evenBo40.oddBo34	10	62	15487
evenBo25.oddBo47	25	49	19186
evenBo6.oddBo57	44	39	7945
evenBo32.oddBo11	18	85	1273
evenBo42.oddBo19	8	77	3770
evenBo23.oddBo36	27	60	7415
evenBo45.oddBo41	5	55	6742
evenBo14.oddBo44	36	52	3548
evenBo23.oddBo49	27	47	33380
evenBo20.oddBo41	30	55	13293
evenBo37.oddBo44	13	52	19894
evenBo34.oddBo40	16	56	11827
evenBo15.oddBo29	35	67	16757
evenBo32.oddBo38	18	58	14982
evenBo46.oddBo36	4	60	8949
evenBo16.oddBo67	34	29	17039
evenBo37.oddBo24	13	72	6341
evenBo11.oddBo55	39	41	14078
evenBo16.oddBo37	34	59	11190
evenBo9.oddBo45	41	51	11885
evenBo1.oddBo67	49	29	2750
evenBo49.oddBo56	1	40	9441
evenBo31.oddBo22	19	74	3197
evenBo49.oddBo50	1	46	1219
evenBo23.oddBo24	27	72	4114
evenBo17.oddBo66	33	30	11557
evenBo9.oddBo40	41	56	5699
evenBo37.oddBo41	13	55	7268
evenBo23.oddBo50	27	46	31529
evenBo40.oddBo35	10	61	11528
evenBo12.oddBo36	38	60	2615
evenBo31.oddBo28	19	68	6499
evenBo3.oddBo38	47	58	14832
evenBo44.oddBo15	6	81	11829
evenBo48.oddBo25	2	71	15055
evenBo40.oddBo41	10	55	15537
evenBo26.oddBo2	24	94	624
evenBo30.oddBo47	20	49	4076
evenBo5.oddBo17	45	79	240
evenBo47.oddBo63	3	33	3001
evenBo9.oddBo19	41	77	602
evenBo30.oddBo48	20	48	26181
evenBo30.oddBo45	20	51	7379
evenBo17.oddBo14	33	82	2949
evenBo23.oddBo29	27	67	4353
evenBo29.oddBo41	21	55	3427
evenBo28.oddBo13	22	83	1152
evenBo29.oddBo5	21	91	6482
evenBo38.oddBo24	12	72	9283
evenBo46.oddBo23	4	73	31788
evenBo39.oddBo62	11	34	29685
evenBo18.oddBo69	32	27	5765
evenBo40.oddBo36	10	60	7813
evenBo38.oddBo5	12	91	1250
evenBo22.oddBo62	28	34	40846
evenBo21.oddBo46	29	50	8452
evenBo18.oddBo43	32	53	27960
evenBo13.oddBo40	37	56	11823
evenBo33.oddBo54	17	42	18003
evenBo48.oddBo52	2	44	10845
evenBo48.oddBo59	2	37	10242
evenBo44.oddBo30	6	66	5726
evenBo45.oddBo38	5	58	7178
evenBo45.oddBo25	5	71	5774
evenBo19.oddBo39	31	57	12754
evenBo3.oddBo61	47	35	846
evenBo50.oddBo29	0	67	2933
evenBo27.oddBo69	23	27	18814
evenBo11.oddBo51	39	45	10009
evenBo46.oddBo28	4	68	18203
evenBo36.oddBo2	14	94	1331
evenBo42.oddBo57	8	39	23534
evenBo13.oddBo62	37	34	9779
evenBo21.oddBo18	29	78	1153
evenBo3.oddBo40	47	56	9208
evenBo39.oddBo2	11	94	776
evenBo16.oddBo17	34	79	2840
evenBo34.oddBo56	16	40	11988
evenBo4.oddBo47	46	49	3110
evenBo18.oddBo2	32	94	1419
evenBo17.oddBo22	33	74	8101
evenBo13.oddBo43	37	53	3329
evenBo6.oddBo37	44	59	3042
evenBo3.oddBo41	47	55	24108
evenBo21.oddBo32	29	64	3208
evenBo44.oddBo69	6	27	6675
evenBo22.oddBo7	28	89	5406
evenBo10.oddBo1	40	95	748
evenBo31.oddBo36	19	60	7209
evenBo7.oddBo62	43	34	37270
evenBo37.oddBo17	13	79	1794
evenBo39.oddBo67	11	29	29937
evenBo42.oddBo26	8	70	7791
evenBo27.oddBo50	23	46	37717
evenBo47.oddBo64	3	32	977
evenBo15.oddBo2	35	94	520
evenBo11.oddBo31	39	65	2866
evenBo42.oddBo35	8	61	9578
evenBo5.oddBo47	45	49	13509
evenBo19.oddBo33	31	63	1878
evenBo22.oddBo9	28	87	2113
evenBo36.oddBo11	14	85	6044
evenBo27.oddBo46	23	50	5113
evenBo8.oddBo26	42	70	11914
evenBo15.oddBo49	35	47	8569
evenBo28.oddBo15	22	81	1052
evenBo25.oddBo1	25	95	1915
evenBo27.oddBo15	23	81	1722
evenBo48.oddBo17	2	79	10406
evenBo34.oddBo21	16	75	16371
evenBo11.oddBo59	39	37	10824
evenBo22.oddBo21	28	75	2310
evenBo33.oddBo10	17	86	2771
evenBo36.oddBo41	14	55	16285
evenBo14.oddBo55	36	41	6361
evenBo17.oddBo5	33	91	1289
evenBo44.oddBo61	6	35	4138
evenBo48.oddBo9	2	87	347
evenBo27.oddBo29	23	67	10956
evenBo43.oddBo5	7	91	916
evenBo35.oddBo20	15	76	5484
evenBo10.oddBo48	40	48	9836
evenBo45.oddBo42	5	54	3818
evenBo30.oddBo40	20	56	5064
evenBo10.oddBo64	40	32	1389
evenBo29.oddBo13	21	83	1271
evenBo41.oddBo40	9	56	13820
evenBo42.oddBo68	8	28	12998
evenBo23.oddBo40	27	56	10345
evenBo20.oddBo70	30	26	3323
evenBo14.oddBo30	36	66	8916
evenBo22.oddBo50	28	46	33492
evenBo28.oddBo8	22	88	935
evenBo34.oddBo43	16	53	23631
evenBo38.oddBo49	12	47	9352
evenBo48.oddBo35	2	61	1089
evenBo16.oddBo15	34	81	4722
evenBo36.oddBo14	14	82	18880
evenBo43.oddBo3	7	93	747
evenBo30.oddBo64	20	32	30856
evenBo34.oddBo2	16	94	1207
evenBo26.oddBo20	24	76	2012
evenBo12.oddBo68	38	28	2332
evenBo42.oddBo32	8	64	16148
evenBo17.oddBo18	33	78	3692
evenBo30.oddBo44	20	52	10086
evenBo20.oddBo69	30	27	7244
evenBo33.oddBo26	17	70	5266
evenBo2.oddBo66	48	30	808
evenBo46.oddBo15	4	81	1479
evenBo27.oddBo19	23	77	952
evenBo37.oddBo40	13	56	7785
evenBo9.oddBo27	41	69	10869
evenBo23.oddBo30	27	66	6137
evenBo22.oddBo69	28	27	19341
evenBo10.oddBo58	40	38	36795
evenBo16.oddBo38	34	58	24116
evenBo14.oddBo24	36	72	7464
evenBo49.oddBo37	1	59	507
evenBo26.oddBo30	24	66	10381
evenBo5.oddBo51	45	45	10716
evenBo22.oddBo60	28	36	24837
evenBo43.oddBo70	7	26	7334
evenBo12.oddBo69	38	27	3983
evenBo39.oddBo18	11	78	1639
evenBo34.oddBo1	16	95	765
evenBo14.oddBo31	36	65	5191
evenBo18.oddBo44	32	52	36905
evenBo44.oddBo65	6	31	10155
evenBo38.oddBo52	12	44	9889
evenBo30.oddBo11	20	85	1550
evenBo18.oddBo42	32	54	13206
evenBo37.oddBo45	13	51	8608
evenBo44.oddBo62	6	34	3592
evenBo10.oddBo35	40	61	3607
evenBo19.oddBo68	31	28	13260
evenBo44.oddBo60	6	36	7236
evenBo45.oddBo32	5	64	10355
evenBo39.oddBo16	11	80	1621
evenBo26.oddBo5	24	91	10527
evenBo48.oddBo55	2	41	5791
evenBo6.oddBo51	44	45	5843
evenBo45.oddBo39	5	57	4675
evenBo13.oddBo42	37	54	3700
evenBo34.oddBo7	16	89	526
evenBo49.oddBo10	1	86	776
evenBo32.oddBo29	18	67	7518
evenBo25.oddBo31	25	65	6732
evenBo26.oddBo15	24	81	1408
evenBo34.oddBo33	16	63	5297
evenBo31.oddBo23	19	73	3030
evenBo32.oddBo27	18	69	5679
evenBo17.oddBo23	33	73	7328
evenBo28.oddBo44	22	52	11944
evenBo43.oddBo31	7	65	8111
evenBo6.oddBo59	44	37	1208
evenBo31.oddBo35	19	61	5613
evenBo10.oddBo60	40	36	4347
evenBo26.oddBo27	24	69	1699
evenBo3.oddBo31	47	65	1067
evenBo27.oddBo24	23	72	2665
evenBo40.oddBo12	10	84	8246
evenBo37.oddBo11	13	85	7671
evenBo38.oddBo54	12	42	16782
evenBo18.oddBo67	32	29	13987
evenBo27.oddBo31	23	65	5936
evenBo6.oddBo22	44	74	1253
evenBo49.oddBo16	1	80	1871
evenBo32.oddBo39	18	57	3008
evenBo11.oddBo34	39	62	3147
evenBo15.oddBo66	35	30	4353
evenBo28.oddBo29	22	67	6200
evenBo26.oddBo43	24	53	21895
evenBo23.oddBo64	27	32	21418
evenBo12.oddBo34	38	62	4478
evenBo25.oddBo64	25	32	29298
evenBo43.oddBo28	7	68	5771
evenBo48.oddBo67	2	29	10981
evenBo12.oddBo52	38	44	6568
evenBo36.oddBo37	14	59	9925
evenBo23.oddBo31	27	65	9746
evenBo19.oddBo44	31	52	15636
evenBo47.oddBo57	3	39	20265
evenBo21.oddBo26	29	70	10399
evenBo19.oddBo20	31	76	20083
evenBo25.oddBo35	25	61	6516
evenBo3.oddBo46	47	50	890
evenBo46.oddBo52	4	44	14720
evenBo16.oddBo30	34	66	6772
evenBo29.oddBo44	21	52	11185
evenBo3.oddBo52	47	44	603
evenBo9.oddBo25	41	71	3369
evenBo25.oddBo4	25	92	571
evenBo32.oddBo9	18	87	5931
evenBo17.oddBo19	33	77	5246
evenBo33.oddBo24	17	72	3880
evenBo20.oddBo39	30	57	5268
evenBo26.oddBo18	24	78	4558
evenBo43.oddBo24	7	72	9329
evenBo31.oddBo43	19	53	21387
evenBo49.oddBo59	1	37	10460
evenBo47.oddBo52	3	44	4408
evenBo36.oddBo34	14	62	16883
evenBo2.oddBo38	48	58	578
evenBo49.oddBo44	1	52	986
evenBo28.oddBo46	22	50	3839
evenBo12.oddBo48	38	48	1826
evenBo33.oddBo36	17	60	4603
evenBo26.oddBo17	24	79	2439
evenBo33.oddBo11	17	85	1341
evenBo16.oddBo70	34	26	3960
evenBo42.oddBo45	8	51	6585
evenBo50.oddBo18	0	78	777
evenBo15.oddBo33	35	63	15424
evenBo20.oddBo43	30	53	11684
evenBo49.oddBo33	1	63	2363
evenBo46.oddBo8	4	88	649
evenBo5.oddBo37	45	59	737
evenBo29.oddBo1	21	95	1268
evenBo33.oddBo9	17	87	7303
evenBo5.oddBo45	45	51	1805
evenBo2.oddBo43	48	53	334
evenBo44.oddBo63	6	33	3130
evenBo9.oddBo47	41	49	3465
evenBo22.oddBo26	28	70	2605
evenBo7.oddBo44	43	52	18208
evenBo44.oddBo70	6	26	5775
evenBo45.oddBo27	5	69	3070
evenBo25.oddBo9	25	87	1443
evenBo11.oddBo28	39	68	1129
evenBo45.oddBo14	5	82	17911
evenBo4.oddBo19	46	77	1359
evenBo35.oddBo14	15	82	8647
evenBo7.oddBo34	43	62	2250
evenBo47.oddBo66	3	30	3324
evenBo21.oddBo36	29	60	5263
evenBo41.oddBo16	9	80	10076
evenBo24.oddBo47	26	49	35635
evenBo43.oddBo29	7	67	3313
evenBo16.oddBo45	34	51	8782
evenBo33.oddBo50	17	46	17420
evenBo27.oddBo3	23	93	1353
evenBo20.oddBo50	30	46	10335
evenBo3.oddBo28	47	68	649
evenBo44.oddBo1	6	95	1543
evenBo9.oddBo63	41	33	2834
evenBo5.oddBo48	45	48	9180
evenBo35.oddBo26	15	70	9448
evenBo5.oddBo43	45	53	2035
evenBo38.oddBo26	12	70	10956
evenBo39.oddBo28	11	68	2268
evenBo20.oddBo62	30	34	9376
evenBo39.oddBo47	11	49	10767
evenBo33.oddBo32	17	64	3293
evenBo13.oddBo52	37	44	6314
evenBo11.oddBo10	39	86	1102
evenBo10.oddBo51	40	45	18242
evenBo42.oddBo5	8	91	850
evenBo17.oddBo27	33	69	11345
evenBo31.oddBo24	19	72	1991
evenBo50.oddBo30	0	66	10791
evenBo39.oddBo24	11	72	6195
evenBo4.oddBo5	46	91	718
evenBo42.oddBo56	8	40	16415
evenBo39.oddBo14	11	82	16664
evenBo42.oddBo69	8	27	24368
evenBo20.oddBo1	30	95	2690
evenBo40.oddBo49	10	47	2008
evenBo31.oddBo57	19	39	42182
evenBo31.oddBo52	19	44	31448
evenBo14.oddBo65	36	31	12070
evenBo21.oddBo39	29	57	8551
evenBo4.oddBo62	46	34	425
evenBo45.oddBo50	5	46	1285
evenBo24.oddBo46	26	50	5935
evenBo9.oddBo2	41	94	822
evenBo13.oddBo33	37	63	7324
evenBo7.oddBo64	43	32	1245
evenBo19.oddBo51	31	45	33637
evenBo44.oddBo13	6	83	12227
evenBo41.oddBo26	9	70	15988
evenBo37.oddBo27	13	69	6946
evenBo8.oddBo61	42	35	3615
evenBo12.oddBo26	38	70	3417
evenBo1.oddBo9	49	87	581
evenBo17.oddBo17	33	79	4214
evenBo1.oddBo25	49	71	698
evenBo8.oddBo59	42	37	3972
evenBo36.oddBo18	14	78	1803
evenBo49.oddBo52	1	44	1948
evenBo36.oddBo33	14	63	7867
evenBo22.oddBo47	28	49	10467
evenBo17.oddBo15	33	81	2690
evenBo45.oddBo67	5	29	10486
evenBo38.oddBo1	12	95	905
evenBo43.oddBo14	7	82	6032
evenBo10.oddBo29	40	67	1031
evenBo37.oddBo16	13	80	2407
evenBo22.oddBo44	28	52	20998
evenBo35.oddBo64	15	32	6929
evenBo4.oddBo7	46	89	738
evenBo14.oddBo23	36	73	3522
evenBo38.oddBo10	12	86	57549
evenBo8.oddBo30	42	66	11790
evenBo6.oddBo50	44	46	10376
evenBo32.oddBo44	18	52	13784
evenBo26.oddBo68	24	28	17412
evenBo33.oddBo16	17	80	6512
evenBo39.oddBo31	11	65	7105
evenBo49.oddBo54	1	42	4749
evenBo46.oddBo9	4	87	804
evenBo32.oddBo56	18	40	19715
evenBo11.oddBo33	39	63	1764
evenBo38.oddBo42	12	54	11380
evenBo3.oddBo42	47	54	2821
evenBo49.oddBo6	1	90	758
evenBo8.oddBo19	42	77	2868
evenBo46.oddBo39	4	57	2425
evenBo5.oddBo38	45	58	2298
evenBo30.oddBo10	20	86	904
evenBo40.oddBo2	10	94	1470
evenBo15.oddBo40	35	56	12424
evenBo23.oddBo10	27	86	1922
evenBo25.oddBo36	25	60	4440
evenBo48.oddBo2	2	94	1455
evenBo19.oddBo27	31	69	15904
evenBo6.oddBo30	44	66	4259
evenBo29.oddBo45	21	51	4112
evenBo4.oddBo50	46	46	514
evenBo41.oddBo28	9	68	11706
evenBo48.oddBo62	2	34	12743
evenBo11.oddBo64	39	32	3149
evenBo40.oddBo39	10	57	8557
evenBo45.oddBo63	5	33	4203
evenBo16.oddBo68	34	28	5356
evenBo35.oddBo36	15	60	7012
evenBo19.oddBo62	31	34	4242
evenBo20.oddBo65	30	31	12208
evenBo20.oddBo11	30	85	3069
evenBo14.oddBo14	36	82	789
evenBo18.oddBo15	32	81	2841
evenBo14.oddBo4	36	92	658
evenBo40.oddBo28	10	68	5306
evenBo31.oddBo27	19	69	5792
evenBo18.oddBo12	32	84	14497
evenBo19.oddBo31	31	65	7699
evenBo36.oddBo5	14	91	790
evenBo17.oddBo37	33	59	17026
evenBo12.oddBo45	38	51	6629
evenBo29.oddBo32	21	64	8611
evenBo8.oddBo29	42	67	7495
evenBo6.oddBo2	44	94	1756
evenBo11.oddBo17	39	79	673
evenBo9.oddBo56	41	40	8540
evenBo28.oddBo39	22	57	4642
evenBo29.oddBo6	21	90	19005
evenBo5.oddBo58	45	38	1455
evenBo30.oddBo42	20	54	6958
evenBo1.oddBo2	49	94	1960
evenBo39.oddBo25	11	71	3589
evenBo5.oddBo30	45	66	2968
evenBo46.oddBo32	4	64	13968
evenBo48.oddBo48	2	48	663
evenBo1.oddBo8	49	88	1297
evenBo44.oddBo64	6	32	2706
evenBo25.oddBo26	25	70	2420
evenBo36.oddBo50	14	46	13168
evenBo10.oddBo13	40	83	1860
evenBo24.oddBo7	26	89	3037
evenBo4.oddBo35	46	61	10908
evenBo19.oddBo42	31	54	13587
evenBo49.oddBo60	1	36	2405
evenBo1.oddBo26	49	70	493
evenBo43.oddBo12	7	84	2328
evenBo26.oddBo23	24	73	2046
evenBo18.oddBo41	32	55	17074
evenBo6.oddBo29	44	67	1116
evenBo30.oddBo30	20	66	11641
evenBo19.oddBo70	31	26	7794
evenBo33.oddBo25	17	71	2534
evenBo47.oddBo10	3	86	1489
evenBo27.oddBo1	23	95	518
evenBo46.oddBo64	4	32	2467
evenBo48.oddBo63	2	33	4087
evenBo2.oddBo19	48	77	652
evenBo46.oddBo44	4	52	10049
evenBo8.oddBo67	42	29	1822
evenBo29.oddBo22	21	74	9814
evenBo21.oddBo38	29	58	8191
evenBo46.oddBo29	4	67	6500
evenBo18.oddBo25	32	71	6246
evenBo37.oddBo52	13	44	18868
evenBo44.oddBo66	6	30	3739
evenBo6.oddBo55	44	41	1602
evenBo40.oddBo19	10	77	3090
evenBo12.oddBo7	38	89	1495
evenBo27.oddBo6	23	90	1742
evenBo3.oddBo14	47	82	1410
evenBo10.oddBo40	40	56	2350
evenBo45.oddBo1	5	95	1315
evenBo17.oddBo62	33	34	13311
evenBo15.oddBo18	35	78	929
evenBo13.oddBo1	37	95	2213
evenBo11.oddBo52	39	44	15034
evenBo15.oddBo11	35	85	584
evenBo6.oddBo20	44	76	2202
evenBo29.oddBo49	21	47	7188
evenBo10.oddBo56	40	40	6967
evenBo16.oddBo8	34	88	686
evenBo1.oddBo27	49	69	500
evenBo15.oddBo14	35	82	1573
evenBo21.oddBo7	29	89	624
evenBo24.oddBo14	26	82	1078
evenBo8.oddBo44	42	52	6396
evenBo40.oddBo13	10	83	19626
evenBo48.oddBo49	2	47	848
evenBo28.oddBo19	22	77	1814
evenBo29.oddBo14	21	82	4435
evenBo25.oddBo17	25	79	2149
evenBo10.oddBo22	40	74	6262
evenBo11.oddBo16	39	80	1308
evenBo48.oddBo39	2	57	628
evenBo26.oddBo26	24	70	2875
evenBo29.oddBo12	21	84	1018
evenBo17.oddBo45	33	51	10310
evenBo11.oddBo12	39	84	764
evenBo23.oddBo6	27	90	5040
evenBo22.oddBo25	28	71	2533
evenBo43.oddBo23	7	73	8957
evenBo48.oddBo70	2	26	19965
evenBo42.oddBo40	8	56	5087
evenBo27.oddBo40	23	56	4939
evenBo49.oddBo26	1	70	2565
evenBo21.oddBo64	29	32	4659
evenBo49.oddBo38	1	58	598
evenBo44.oddBo41	6	55	4780
evenBo47.oddBo26	3	70	8854
evenBo6.oddBo66	44	30	656
evenBo49.oddBo43	1	53	607
evenBo47.oddBo17	3	79	10442
evenBo8.oddBo45	42	51	7858
evenBo49.oddBo41	1	55	1400
evenBo27.oddBo70	23	26	15279
evenBo24.oddBo39	26	57	6467
evenBo38.oddBo15	12	81	2666
evenBo18.oddBo29	32	67	3147
evenBo33.oddBo12	17	84	3123
evenBo34.oddBo31	16	65	10695
evenBo41.oddBo56	9	40	12097
evenBo40.oddBo5	10	91	645
evenBo42.oddBo1	8	95	4185
evenBo13.oddBo17	37	79	6001
evenBo37.oddBo23	13	73	19784
evenBo10.oddBo36	40	60	7953
evenBo18.oddBo36	32	60	11059
evenBo8.oddBo68	42	28	680
evenBo9.oddBo48	41	48	10457
evenBo4.oddBo17	46	79	483
evenBo49.oddBo66	1	30	18772
evenBo34.oddBo26	16	70	3707
evenBo31.oddBo40	19	56	3136
evenBo12.oddBo24	38	72	1261
evenBo25.oddBo68	25	28	21653
evenBo49.oddBo47	1	49	720
evenBo15.oddBo52	35	44	13501
evenBo50.oddBo38	0	58	662
evenBo19.oddBo34	31	62	6687
evenBo33.oddBo23	17	73	7738
evenBo41.oddBo30	9	66	3441
evenBo11.oddBo23	39	73	2462
evenBo25.oddBo33	25	63	7282
evenBo45.oddBo40	5	56	5686
evenBo35.oddBo27	15	69	3687
evenBo47.oddBo2	3	94	1958
evenBo7.oddBo50	43	46	18125
evenBo33.oddBo55	17	41	9255
evenBo4.oddBo8	46	88	1037
evenBo35.oddBo13	15	83	2128
evenBo38.oddBo17	12	79	1925
evenBo47.oddBo16	3	80	24194
evenBo36.oddBo9	14	87	12422
evenBo12.oddBo32	38	64	9810
evenBo33.oddBo62	17	34	14515
evenBo5.oddBo55	45	41	1178
evenBo22.oddBo37	28	59	7815
evenBo29.oddBo18	21	78	6290
evenBo32.oddBo2	18	94	619
evenBo13.oddBo24	37	72	3306
evenBo6.oddBo8	44	88	1364
evenBo47.oddBo41	3	55	11965
evenBo14.oddBo2	36	94	1395
evenBo10.oddBo63	40	33	15943
evenBo49.oddBo70	1	26	8355
evenBo10.oddBo43	40	53	5328
