	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	0.0	2.0780318538207863	1.4531465281037865	1.323411087012841	1.2772799691816767	1.2406322383165782	1.2001469325157734	1.1803175899213811	1.16149544155793	1.1522711905591543	1.1336743428580354	1.1195821964381825	1.1099497724652094	1.1013141560913278	1.0934688959409855	1.08995118111789	1.0879346528498393	1.0834231293989742	1.0810531963083456	1.0750527427410532	1.0721630190091611	1.0662019670645553	1.0619197450071967	1.0576971514078835	1.0527736689697835	1.0473565438942238	1.041516512616196	1.0379420081310258	1.0345593549015462	1.0296815382466051	1.0281723099844158	1.0244649753485002	1.0201353914630955	1.0156155770407165	1.0121173173822886	1.0092190954328715	1.0071047270645372	1.0042171574643315	1.002318689689703	1.0009168443193923
1	0.0	1.789278139061038	1.8661162926526027	1.7498250595003848	1.7682751305514288	1.6919125227335947	1.624311911274356	1.5711157627459886	1.495748099544026	1.444031037702509	1.4244358966000221	1.3952657615679551	1.354123677208241	1.3303222512547006	1.2994925985047618	1.2785820403679407	1.259963638619482	1.2415552516936434	1.2253387659721056	1.21112396941397	1.193754717950167	1.1848231769997122	1.171648353897702	1.15997044182219	1.1500087131533387	1.1405083672174878	1.1258552932198214	1.1140891131488793	1.1026623992890854	1.0899164352679664	1.0796024889609803	1.0630184018503888	1.0535882393183225	1.0420344502943955	1.031303014382503	1.0220208259405579	1.0158683493002192	1.0082480000492735	1.0040330481009432	1.0011803393402228
2	0.0	2.380886268687924	1.5784233427873036	1.5538806036714732	1.5491808413895247	1.4904175732402642	1.4256412567783747	1.3802286468950253	1.355388860616056	1.328617413434981	1.3216946083569205	1.3058202701019783	1.2843112915140813	1.2695683468926307	1.252241353068938	1.2291313217137716	1.2172242606647679	1.2010173829661401	1.192817325097137	1.1786065882284253	1.1676338429752575	1.1569049828494717	1.145870155545547	1.135603276118036	1.1253616592213418	1.1166314605833811	1.1073084892322795	1.0958653580857187	1.0852132278208169	1.072151129440547	1.0631606211850906	1.0496896580802206	1.0410265950445825	1.0305455490144164	1.023782390555937	1.0176024548212776	1.0132153732503117	1.0071405315599167	1.0034065426832495	1.001456315701586
3	0.0	2.009171496142623	1.4013882849221848	1.451106739516101	1.345211634269846	1.3115892176011228	1.2664906699302494	1.23301050056967	1.2042979674823369	1.1946696120835198	1.178457327081078	1.1662097900313986	1.1526667414465401	1.1419606874561796	1.1302351716032362	1.1250657476289263	1.1185302301657256	1.1103129381267844	1.1054361286739849	1.0965018685590202	1.0912178661419554	1.0849063351383534	1.0801573889185467	1.0757510252406075	1.0705828544864133	1.065380048434194	1.0572981013592218	1.0527829372606572	1.0478568903314562	1.0408313313269952	1.036787096212369	1.0303637104274823	1.024924212518365	1.0198364540462608	1.0154570021706313	1.0115864636552914	1.0084076697223685	1.005541080184473	1.0024389471583401	1.0011003079415166
4	0.0	2.1288020514943375	2.0790806479586985	1.9094863660339922	1.8977423544602405	1.817925739001435	1.7258550694064239	1.673121636344281	1.5845765982618811	1.5354592678624217	1.5148712241830118	1.4822482538455286	1.4529807701219766	1.4263490035929611	1.388319893060543	1.3460733281484982	1.3260132757396281	1.3064602045469191	1.284264660782331	1.26566846940959	1.244245779160419	1.232319453118671	1.215282255351205	1.2009916547925568	1.186708599651779	1.1726305225706355	1.1606628421240717	1.144394210555139	1.1278876780954397	1.1070484191589995	1.0940220557025633	1.0738574543807335	1.0621475747840692	1.048561502560021	1.036385308971041	1.0258357546362702	1.0188705760157333	1.0104776013661965	1.0055037091469383	1.0018936651064412
5	0.0	1.642186362955721	1.551120917849035	1.4470294852346368	1.3448690896039681	1.3124820472115717	1.2815487413419988	1.248886791822466	1.228243582355773	1.2108286836663682	1.1942179408403903	1.1848608678748058	1.1705880202151202	1.1612259668300786	1.1521065609637589	1.1419876694740705	1.130859907619813	1.123462577179649	1.117306607133322	1.1048927599458709	1.09832641037678	1.0923165127008623	1.0892459066534896	1.0847206587863654	1.0774537193989875	1.0739868601927411	1.0671719608172279	1.0595115435962985	1.0531272229118689	1.0455577946020886	1.039959280988926	1.0330130762050942	1.027546223444358	1.020771669410022	1.0164596598341435	1.0118586489412207	1.0088141183488428	1.0056845567846373	1.0029205849599785	1.0013223200235457
6	0.0	2.038398855346095	1.6719132613449574	1.549616532246956	1.4670549551503138	1.3988773286802165	1.3643841363143019	1.3221691455319784	1.2833596189462833	1.2586885064882374	1.2260620016120711	1.2164007729836348	1.196015639581375	1.1771392726189969	1.1588180195370803	1.1487061739032036	1.1400033850339442	1.132049090323766	1.125311872961281	1.1192984605759253	1.1078517898221438	1.1048450678343837	1.096882718467205	1.0889291546274744	1.0829046675177323	1.0775723547921945	1.0695728642938789	1.064609617816991	1.060249615232251	1.0527390914350163	1.0455165263175388	1.039628621358248	1.0336042822042952	1.0265066490940962	1.0207465825160522	1.014553424790585	1.0111852300352944	1.0069169154376212	1.0038676589211075	1.0015810263044684
7	0.0	1.8183637961890549	1.8512881483530443	1.7536491926304167	1.6468470189780122	1.5838949899348926	1.4886848946968274	1.4409601931098723	1.4021151650950245	1.3888907584597034	1.3685691838885865	1.354236347339609	1.325473543861535	1.3011964630818411	1.2846374449923759	1.2642846324420112	1.2522189654288687	1.232238263883662	1.2190111760779643	1.2036588944948912	1.1965319809583999	1.1783028394440622	1.1648128867439174	1.1569514299067485	1.1466604137679048	1.1343106074726612	1.1210733798115853	1.107057673482971	1.0969720120610662	1.0822885873911356	1.0721570400348983	1.0575302075180006	1.0457449667266585	1.0343578811911096	1.026225857864184	1.0195871095463012	1.014202855512043	1.0083257948797133	1.003980040185443	1.0014772164206747
8	0.0	1.9911223509694034	1.6779212233315397	1.5723057072841145	1.5031503505999855	1.4716259580611781	1.4205559449480836	1.3761275166053037	1.346145536850679	1.3154983467712316	1.2876624550713438	1.27335743134449	1.2550795713849967	1.2371680920944026	1.2218574265741098	1.2093409570736684	1.1998407206724566	1.1841977052544728	1.171759463548171	1.1542923945487742	1.1443121612552023	1.1353704382894523	1.1302169620679152	1.1255051576550876	1.1164861206599057	1.1075307003571138	1.0955059432645737	1.0856968802494622	1.0772599595999792	1.0650890020818957	1.0577352031615352	1.047851141118343	1.0399861862967512	1.0300312126361377	1.0230247204975444	1.0164254458890716	1.0115156466357227	1.0067451991816663	1.0033021774678221	1.0011644112510745
9	0.0	2.4779558489390947	1.6272877361729134	1.5600501145711003	1.505352031414739	1.5066456825937877	1.436768723839081	1.3752321420851554	1.3424245167332682	1.3183021184233479	1.2893225009598368	1.2743765955778992	1.2534542628471645	1.2428262704334994	1.2316817182377626	1.2189228073286444	1.2127830182167403	1.1954158669188135	1.1848465963319987	1.1678242227706028	1.1603824771355564	1.1465020625390905	1.1399018898530984	1.1313996135264135	1.1227749385608423	1.111792242411656	1.0987041323107065	1.085699067199532	1.075876083870918	1.0641853856866286	1.0568489797696836	1.047806992591038	1.0395820090733698	1.0301913896484276	1.023892881063333	1.017538827585413	1.0119793911504962	1.0068574946901303	1.0033934716790256	1.0012437222417176
