s_bp	balanced.avg.smoothed	label
2000000	0.015656063843679104	0
3000000	0.01414544194586768	0
4000000	0.012936369322312284	0
5000000	0.012033039356526463	0
6000000	0.011328262446003939	0
7000000	0.010762515376443713	0
8000000	0.01030001647870276	0
9000000	0.00991282163295465	0
10000000	0.009581769740211946	0
11000000	0.009294358316194856	0
12000000	0.009041889660723692	0
13000000	0.008817904068651145	0
14000000	0.008617480993142614	0
15000000	0.008436829395921119	0
16000000	0.008273013737284922	0
17000000	0.00812373205274516	0
18000000	0.007987136070586057	0
19000000	0.00786171399544645	0
20000000	0.0077462023493757425	0
21000000	0.007639505051327686	0
22000000	0.007540657891834243	0
23000000	0.00744879239406743	0
24000000	0.00736311900163066	0
25000000	0.007282912738814348	0
26000000	0.00720751308669311	0
27000000	0.007136322675345072	0
28000000	0.007068805132621072	0
29000000	0.007004487931055071	0
30000000	0.006942962856426399	0
31000000	0.00688387931689726	0
32000000	0.006826944133104715	0
33000000	0.006771916641460021	0
34000000	0.006718599575787784	0
35000000	0.006666835254379124	0
36000000	0.0066165006138097756	0
37000000	0.0065674969989148345	0
38000000	0.0065197476313819825	0
39000000	0.006473193264725179	0
40000000	0.006427784324744978	0
41000000	0.00638348026960898	0
42000000	0.0063402454030053994	0
43000000	0.006298048033268308	0
44000000	0.006256748638911159	0
45000000	0.006216639171980136	0
46000000	0.006177276332058365	0
47000000	0.006139001338473751	0
48000000	0.006101435291296756	0
49000000	0.006064866681252164	0
50000000	0.006028951292703906	0
51000000	0.005993953565347345	0
52000000	0.0059595401814854015	0
53000000	0.005925974307335534	0
54000000	0.005892916858885926	0
55000000	0.005860645372560487	0
56000000	0.005828807195350509	0
57000000	0.005797700957831637	0
58000000	0.005766958382821694	0
59000000	0.005736900210220767	0
60000000	0.0057071441518153875	0
61000000	0.005678030488548191	0
62000000	0.005649168766159171	0
63000000	0.005620912058399783	0
64000000	0.005592867504473835	0
65000000	0.005565394456952461	0
66000000	0.005538104856784336	0
67000000	0.0055113564550515895	0
68000000	0.005484772522788823	0
69000000	0.005458702126770592	0
70000000	0.005432785149154993	0
71000000	0.0054073562469329085	0
72000000	0.005382077324609924	0
73000000	0.005357262833602935	0
74000000	0.005332600857825708	0
75000000	0.005308381182451939	0
76000000	0.005284320751813668	0
77000000	0.005260681773443516	0
78000000	0.005237213197663891	0
79000000	0.005214146298918514	0
80000000	0.0051912632208643	0
81000000	0.005168762976096304	0
82000000	0.005146462449962017	0
83000000	0.005124526714383678	0
84000000	0.005102808040866569	0
85000000	0.005081436820722591	0
86000000	0.005060300288900429	0
87000000	0.005039494516782036	0
88000000	0.005018931388453543	0
89000000	0.00499868310698175	0
90000000	0.004978741394492643	0
91000000	0.004959069513916143	0
92000000	0.004939689089428781	0
93000000	0.004920592704568146	0
94000000	0.004901814389654715	0
95000000	0.0048833053213657406	0
96000000	0.004865058865399684	0
97000000	0.004847173784810184	0
98000000	0.004829536886587873	0
99000000	0.004812142246584047	0
100000000	0.004795146266959576	0
101000000	0.0047783785400847675	0
102000000	0.0047618337857598435	0
103000000	0.004745718317309649	0
104000000	0.004729812308555205	0
105000000	0.004714111061948488	0
106000000	0.004698862816057175	0
107000000	0.004683806378198136	0
108000000	0.004668937576554158	0
109000000	0.0046545386648773265	0
110000000	0.004640315051861547	0
111000000	0.004626263038583812	0
112000000	0.004612691319840716	0
113000000	0.00459927952557037	0
114000000	0.004586024380833022	0
115000000	0.004573254159585003	0
116000000	0.004560629604099138	0
117000000	0.0045481478183931985	0
118000000	0.004536149840724771	0
119000000	0.004524284364303443	0
120000000	0.004512548830683935	0
121000000	0.004501291883841617	0
122000000	0.004490155323706912	0
123000000	0.004479136891748453	0
124000000	0.004468587866435793	0
125000000	0.004458148119290762	0
126000000	0.004447815657553747	0
127000000	0.004437940331161956	0
128000000	0.004428164127789128	0
129000000	0.0044184852896728705	0
130000000	0.004409306408062327	0
131000000	0.004400216712928225	0
132000000	0.004391214666733399	0
133000000	0.004382298769839855	0
134000000	0.004373915630186869	0
135000000	0.004365610677524058	0
136000000	0.004357382611511086	0
137000000	0.0043492301627930914	0
138000000	0.004341581271997181	0
139000000	0.004334000914976039	0
140000000	0.0043264879912047905	0
141000000	0.004319041425531617	0
142000000	0.0043120676381513635	0
143000000	0.004305153932123826	0
144000000	0.004298299375075755	0
145000000	0.004291503055450335	0
146000000	0.004285147846928431	0
147000000	0.004278845334208122	0
2000000	0.01851155483041855	1
3000000	0.01688746548644887	1
4000000	0.015391616897667583	1
5000000	0.014290114845498738	1
6000000	0.01350526099274914	1
7000000	0.012909138254369446	1
8000000	0.012426426720152437	1
9000000	0.01201643850249054	1
10000000	0.011655695389960525	1
11000000	0.011329452779803297	1
12000000	0.011027274726151247	1
13000000	0.01074187868242407	1
14000000	0.010469294637518327	1
15000000	0.010208306826887547	1
16000000	0.009959127067337521	1
17000000	0.009722067920446383	1
18000000	0.009496795547388135	1
19000000	0.009282222998942134	1
20000000	0.009076770001180729	1
21000000	0.00887869323216213	1
22000000	0.008686391875080815	1
23000000	0.008498572707829348	1
24000000	0.008314314185139112	1
25000000	0.008133044883075284	1
26000000	0.007954493212725993	1
27000000	0.007778610762779448	1
28000000	0.007605498951577838	1
29000000	0.0074353496667854116	1
30000000	0.0072683980840006395	1
31000000	0.0071048798561629	1
32000000	0.0069450124805437285	1
33000000	0.0067889794262383195	1
34000000	0.0066369176215197966	1
35000000	0.006488919340350783	1
36000000	0.006345036404847239	1
37000000	0.006205277067758036	1
38000000	0.006069617537127459	1
39000000	0.005938008606021719	1
40000000	0.005810376198128803	1
41000000	0.005686632024328393	1
42000000	0.005566676293525352	1
43000000	0.005450404776705074	1
44000000	0.005337024826912691	1
45000000	0.005228472945457831	1
46000000	0.005122025302033785	1
47000000	0.0050199651190610504	1
48000000	0.004920006525492305	1
49000000	0.004824038603301934	1
50000000	0.004730156047037753	1
51000000	0.0046399060739556715	1
52000000	0.0045517169267110654	1
53000000	0.004466836464806488	1
54000000	0.004383983505109818	1
55000000	0.004304145794139702	1
56000000	0.004226296015782983	1
57000000	0.004151195246564851	1
58000000	0.004078035182962979	1
59000000	0.004007382395492921	1
60000000	0.0039386135588908595	1
61000000	0.0038721325699372744	1
62000000	0.0038074733774392314	1
63000000	0.0037449028126453603	1
64000000	0.003684084366539751	1
65000000	0.003625173820679447	1
66000000	0.003567942273220111	1
67000000	0.0035124547035301685	1
68000000	0.003458570508966219	1
69000000	0.0034062816514571154	1
70000000	0.0033555183232601713	1
71000000	0.0033062156170132776	1
72000000	0.0032583621917746455	1
73000000	0.0032118472353065883	1
74000000	0.003166707346617268	1
75000000	0.003122795107810129	1
76000000	0.003080185270268257	1
77000000	0.0030387025250213154	1
78000000	0.0029984547068170725	1
79000000	0.0029592425848261592	1
80000000	0.002921200603911733	1
81000000	0.002884111198437928	1
82000000	0.002848132349011901	1
83000000	0.0028130303427805693	1
84000000	0.0027789836763956626	1
85000000	0.002745744745339703	1
86000000	0.0027135090082949856	1
87000000	0.002682017881983588	1
88000000	0.002651545886553334	1
89000000	0.002621758593844265	1
90000000	0.0025926331817851377	1
91000000	0.0025645263980848213	1
92000000	0.002537026539438557	1
93000000	0.002510114114559133	1
94000000	0.002484167425111687	1
95000000	0.0024587592834945525	1
96000000	0.0024338730173846077	1
97000000	0.0024099026951481628	1
98000000	0.0023864106898892575	1
99000000	0.002363382720848617	1
100000000	0.002341222831542355	1
101000000	0.0023194881364884965	1
102000000	0.002298166387391002	1
103000000	0.002277665914322684	1
104000000	0.0022575437515393463	1
105000000	0.0022377893799492067	1
106000000	0.0022188100434326506	1
107000000	0.0022001676326141076	1
108000000	0.002181853100554839	1
109000000	0.002164267731855141	1
110000000	0.0021469827652276165	1
111000000	0.0021299904074843093	1
112000000	0.002113681787691472	1
113000000	0.002097641347722971	1
114000000	0.00208186236238012	1
115000000	0.002066722606910805	1
116000000	0.002051822609340722	1
117000000	0.0020371565545993695	1
118000000	0.002023085581121729	1
119000000	0.0020092293170208136	1
120000000	0.001995582722723143	1
121000000	0.0019824890967423737	1
122000000	0.0019695880935148686	1
123000000	0.0019568753350233522	1
124000000	0.0019446749574320151	1
125000000	0.0019326477278968938	1
126000000	0.0019207898331743236	1
127000000	0.0019094057407671122	1
128000000	0.0018981776165774053	1
129000000	0.0018871021301092791	1
130000000	0.0018765104486030985	1
131000000	0.0018660586970941548	1
132000000	0.0018557439797701073	1
133000000	0.0018455634820910454	1
134000000	0.001835864062909408	1
135000000	0.001826287168209703	1
136000000	0.0018168303597325605	1
137000000	0.0018074912652028218	1
138000000	0.0017985844165333935	1
139000000	0.0017897852947496393	1
140000000	0.0017810918358638736	1
141000000	0.0017725020298075165	1
142000000	0.001764300758792499	1
143000000	0.0017561945897655203	1
144000000	0.001748181766366257	1
145000000	0.0017402605765745244	1
146000000	0.001732688777188142	1
147000000	0.0017252012711890313	1
148000000	0.0017177965562673921	1
149000000	0.0017104731668033642	1
150000000	0.0017034651185483232	1
151000000	0.0016965320634118252	1
152000000	0.0016896727101718989	1
