s_bp	balanced.avg.smoothed	label
2000000	0.02173952331020053	0
3000000	0.01849385500292714	0
4000000	0.01610094904036554	0
5000000	0.014387397854839733	0
6000000	0.013119671302563808	0
7000000	0.01214181203516734	0
8000000	0.01136527077387215	0
9000000	0.010730853230648953	0
10000000	0.0101997371515243	0
11000000	0.009747728147438284	0
12000000	0.009359005208592508	0
13000000	0.009021863899515651	0
14000000	0.0087267016970358	0
15000000	0.008465373944214354	0
16000000	0.008231165857561045	0
17000000	0.008018800736508158	0
18000000	0.007824302118126281	0
19000000	0.007644766588767497	0
20000000	0.007478080760005008	0
21000000	0.007322630846544976	0
22000000	0.007177114338795896	0
23000000	0.0070403994049700195	0
24000000	0.006911459295849908	0
25000000	0.006789343410763659	0
26000000	0.006673187293182552	0
27000000	0.006562223989620554	0
28000000	0.006455791912156697	0
29000000	0.006353342991632344	0
30000000	0.006254440631850028	0
31000000	0.00615874245674114	0
32000000	0.006065989977007181	0
33000000	0.005975991127079512	0
34000000	0.005888598628697533	0
35000000	0.005803698546349261	0
36000000	0.005721200114179246	0
37000000	0.005641020582246733	0
38000000	0.005563083834486448	0
39000000	0.005487317233749061	0
40000000	0.00541364502638638	0
41000000	0.005341992106470951	0
42000000	0.005272282524143144	0
43000000	0.0052044423448805634	0
44000000	0.005138104772837589	0
45000000	0.005074075408017543	0
46000000	0.005011150994747301	0
47000000	0.0049503353095112865	0
48000000	0.004890561010034534	0
49000000	0.00483271890872235	0
50000000	0.004775864803519129	0
51000000	0.0047207857651442265	0
52000000	0.0046666517433898965	0
53000000	0.004614152091974122	0
54000000	0.004562560836933148	0
55000000	0.004512477368753744	0
56000000	0.004463269868561174	0
57000000	0.004415455810724939	0
58000000	0.004368484904254821	0
59000000	0.004322803917586164	0
60000000	0.004277928874443335	0
61000000	0.004234249988815642	0
62000000	0.004191336007987919	0
63000000	0.004149533252011121	0
64000000	0.004108448115831156	0
65000000	0.004068397382841386	0
66000000	0.004029013019246844	0
67000000	0.003990593647899494	0
68000000	0.003952786390944194	0
69000000	0.0039158814844996535	0
70000000	0.0038795325248440022	0
71000000	0.0038440294473034474	0
72000000	0.0038090277740454375	0
73000000	0.003774821053672166	0
74000000	0.003741064344393693	0
75000000	0.0037080565926078577	0
76000000	0.003675451601208905	0
77000000	0.003643553940830237	0
78000000	0.003612019079411018	0
79000000	0.0035811536968641984	0
80000000	0.003550617797756658	0
81000000	0.003520716788223529	0
82000000	0.0034911204446007762	0
83000000	0.0034621271532148776	0
84000000	0.003433421880048118	0
